approach,dataset_type,model_name,outer_fold,window_years,train_start,train_end,train_target_end,train_rows,valid_start,valid_end,valid_rows,selection_metric,inner_score,features,params
enhanced,hybrid,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,pooled_auc,0.5130140285610533,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,hybrid,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,pooled_auc,0.5068559927986582,27,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
enhanced,lag_1,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,pooled_auc,0.5062842072772412,34,"{""model__C"": 0.1}"
enhanced,lag_1,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,pooled_auc,0.5007109353836386,34,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,lag_1,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,pooled_auc,0.49874751240015797,34,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
enhanced,base,dummy,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5,9,{}
enhanced,base,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5033160632913615,9,"{""model__C"": 0.1}"
enhanced,base,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5049663466787623,9,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,base,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5006621394050003,9,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
enhanced,hybrid,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5112108641508919,27,"{""model__C"": 0.1}"
enhanced,hybrid,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5156370376785518,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,hybrid,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5160678618594629,27,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
enhanced,lag_1,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5071924571313402,34,"{""model__C"": 0.1}"
enhanced,lag_1,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5044746092355498,34,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,lag_1,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,pooled_auc,0.5008781101560932,34,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
enhanced,base,dummy,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5,9,{}
enhanced,base,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5055561205658033,9,"{""model__C"": 10.0}"
enhanced,base,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.510317251103037,9,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,base,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.51137966080714,9,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
enhanced,hybrid,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5074767232075904,27,"{""model__C"": 0.1}"
enhanced,hybrid,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5087813062241989,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,hybrid,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5144519666310856,27,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
enhanced,lag_1,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.503528199409962,34,"{""model__C"": 10.0}"
enhanced,lag_1,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5039398460731657,34,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
enhanced,lag_1,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,pooled_auc,0.5033370127943531,34,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
macro,base,dummy,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5,9,{}
macro,base,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5107239967409757,9,"{""model__C"": 0.1}"
macro,base,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5078345818702398,9,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,base,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5081154877277904,9,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
macro,hybrid,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5177797248064953,27,"{""model__C"": 0.1}"
macro,hybrid,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5175387959804764,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,hybrid,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5087007022809232,27,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
macro,lag_1,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5097752962990348,34,"{""model__C"": 0.1}"
macro,lag_1,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5039028991671236,34,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,lag_1,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5003190091669935,34,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
macro,base,dummy,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5,9,{}
macro,base,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5127278206543623,9,"{""model__C"": 0.1}"
macro,base,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5105125503053527,9,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,base,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5039534105014286,9,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
macro,hybrid,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.518147223490274,27,"{""model__C"": 0.1}"
macro,hybrid,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5215977780636599,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,hybrid,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5184230029555459,27,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
macro,lag_1,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5117534419404105,34,"{""model__C"": 0.1}"
macro,lag_1,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5074097970081465,34,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,lag_1,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5028328961799161,34,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
macro,base,dummy,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5,9,{}
macro,base,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5110440527682444,9,"{""model__C"": 10.0}"
macro,base,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.514192204023624,9,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,base,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5138995716994232,9,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
macro,hybrid,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5117568541909822,27,"{""model__C"": 0.1}"
macro,hybrid,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5148314961315835,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,hybrid,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5174189000803304,27,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
macro,lag_1,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.50764751270301,34,"{""model__C"": 10.0}"
macro,lag_1,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5085662838662098,34,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
macro,lag_1,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5051565873762938,34,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
tuned,base,dummy,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5,9,{}
tuned,base,logistic_regression,1,5,2018-10-16,2023-10-12,2023-10-13,5024,2023-10-16,2024-07-11,740,macro_auc,0.5113691375114252,9,"{""model__C"": 0.1}"
tuned,base,random_forest,1,3,2020-10-16,2023-10-12,2023-10-13,3008,2023-10-16,2024-07-11,740,macro_auc,0.5101722265991784,9,"{""model__max_depth"": 8, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
tuned,base,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5103599991150479,9,"{""model__early_stopping"": false, ""model__l2_regularization"": 1.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 20}"
tuned,hybrid,logistic_regression,1,5,2018-10-16,2023-10-12,2023-10-13,5024,2023-10-16,2024-07-11,740,macro_auc,0.5179078380717016,27,"{""model__C"": 0.1}"
tuned,hybrid,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5175387959804764,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
tuned,hybrid,hist_gradient_boosting,1,5,2018-10-16,2023-10-12,2023-10-13,5024,2023-10-16,2024-07-11,740,macro_auc,0.5165921175145423,27,"{""model__early_stopping"": false, ""model__l2_regularization"": 10.0, ""model__learning_rate"": 0.1, ""model__max_iter"": 200, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 80}"
tuned,lag_1,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,macro_auc,0.5097752962990348,34,"{""model__C"": 0.1}"
tuned,lag_1,random_forest,1,3,2020-10-16,2023-10-12,2023-10-13,3008,2023-10-16,2024-07-11,740,macro_auc,0.5083397500802657,34,"{""model__max_depth"": 4, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 40, ""model__n_estimators"": 100}"
tuned,lag_1,hist_gradient_boosting,1,5,2018-10-16,2023-10-12,2023-10-13,5024,2023-10-16,2024-07-11,740,macro_auc,0.5084619701518207,34,"{""model__early_stopping"": false, ""model__l2_regularization"": 10.0, ""model__learning_rate"": 0.1, ""model__max_iter"": 200, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 80}"
tuned,base,dummy,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5,9,{}
tuned,base,logistic_regression,2,3,2021-07-12,2024-07-10,2024-07-11,3016,2024-07-12,2025-04-04,736,macro_auc,0.5152859272044408,9,"{""model__C"": 0.1}"
tuned,base,random_forest,2,3,2021-07-12,2024-07-10,2024-07-11,3016,2024-07-12,2025-04-04,736,macro_auc,0.5128421244429161,9,"{""model__max_depth"": 8, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
tuned,base,hist_gradient_boosting,2,5,2019-07-12,2024-07-10,2024-07-11,5028,2024-07-12,2025-04-04,736,macro_auc,0.5151399287320604,9,"{""model__early_stopping"": false, ""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.1, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 20}"
tuned,hybrid,logistic_regression,2,3,2021-07-12,2024-07-10,2024-07-11,3016,2024-07-12,2025-04-04,736,macro_auc,0.5200884084378724,27,"{""model__C"": 0.1}"
tuned,hybrid,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5215977780636599,27,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
tuned,hybrid,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5190453232728877,27,"{""model__early_stopping"": false, ""model__l2_regularization"": 1.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 200, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 80}"
tuned,lag_1,logistic_regression,2,5,2019-07-12,2024-07-10,2024-07-11,5028,2024-07-12,2025-04-04,736,macro_auc,0.5127038446367315,34,"{""model__C"": 0.1}"
tuned,lag_1,random_forest,2,3,2021-07-12,2024-07-10,2024-07-11,3016,2024-07-12,2025-04-04,736,macro_auc,0.5106849461750785,34,"{""model__max_depth"": 4, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 40, ""model__n_estimators"": 100}"
tuned,lag_1,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,macro_auc,0.5122822192776669,34,"{""model__early_stopping"": false, ""model__l2_regularization"": 10.0, ""model__learning_rate"": 0.025, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 3, ""model__min_samples_leaf"": 40}"
tuned,base,dummy,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5,9,{}
tuned,base,logistic_regression,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.5130042037576404,9,"{""model__C"": 10.0}"
tuned,base,random_forest,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.5147156358596973,9,"{""model__max_depth"": 8, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
tuned,base,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,macro_auc,0.5138995716994232,9,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
tuned,hybrid,logistic_regression,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.516433535780587,27,"{""model__C"": 0.1}"
tuned,hybrid,random_forest,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.5198285559582169,27,"{""model__max_depth"": 8, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 100}"
tuned,hybrid,hist_gradient_boosting,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.5202281357821316,27,"{""model__early_stopping"": false, ""model__l2_regularization"": 1.0, ""model__learning_rate"": 0.025, ""model__max_iter"": 200, ""model__max_leaf_nodes"": 7, ""model__min_samples_leaf"": 80}"
tuned,lag_1,logistic_regression,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.5104843734990797,34,"{""model__C"": 10.0}"
tuned,lag_1,random_forest,3,3,2022-04-07,2025-04-03,2025-04-04,3000,2025-04-07,2025-12-29,736,macro_auc,0.5116367353473823,34,"{""model__max_depth"": 8, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
tuned,lag_1,hist_gradient_boosting,3,5,2020-04-07,2025-04-03,2025-04-04,5020,2025-04-07,2025-12-29,736,macro_auc,0.5110597720415219,34,"{""model__early_stopping"": false, ""model__l2_regularization"": 10.0, ""model__learning_rate"": 0.1, ""model__max_iter"": 200, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 80}"
