config_id,inner_fold,selection_metric,selection_score,params,pooled_auc,macro_auc,window_years,train_start,train_end,train_target_end,train_rows,valid_start,valid_end,valid_rows,approach,dataset_type,model_name,outer_fold
0,1,pooled_auc,0.5123034675289603,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5123034675289603,0.5316514675341731,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,hybrid,random_forest,2
0,2,pooled_auc,0.5315574779486048,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5315574779486048,0.5291589172590959,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,hybrid,random_forest,2
0,3,pooled_auc,0.5030501675580905,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5030501675580905,0.5039829493977108,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,hybrid,random_forest,2
1,1,pooled_auc,0.5087051215055536,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5087051215055536,0.5244696421804795,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,hybrid,random_forest,2
1,2,pooled_auc,0.5186768313906599,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5186768313906599,0.5157486990694481,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,hybrid,random_forest,2
1,3,pooled_auc,0.5072980703078187,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5072980703078187,0.5059053257307372,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,hybrid,random_forest,2
0,1,pooled_auc,0.511821233047266,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.511821233047266,0.5205494062532977,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,hybrid,hist_gradient_boosting,2
0,2,pooled_auc,0.5358726042011551,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5358726042011551,0.5348184623008295,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,hybrid,hist_gradient_boosting,2
0,3,pooled_auc,0.5005097483299674,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5005097483299674,0.4999011403125103,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,hybrid,hist_gradient_boosting,2
1,1,pooled_auc,0.5014691492682312,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5014691492682312,0.5103264073112427,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,hybrid,hist_gradient_boosting,2
1,2,pooled_auc,0.5221525614142323,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5221525614142323,0.5217559936413728,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,hybrid,hist_gradient_boosting,2
1,3,pooled_auc,0.500120328347278,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.500120328347278,0.4996286629730002,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,hybrid,hist_gradient_boosting,2
0,1,pooled_auc,0.5029702136912506,"{""model__C"": 0.1}",0.5029702136912506,0.5152188461738959,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,lag_1,logistic_regression,2
0,2,pooled_auc,0.5125629989331567,"{""model__C"": 0.1}",0.5125629989331567,0.51333465875427,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,lag_1,logistic_regression,2
0,3,pooled_auc,0.5060441587696132,"{""model__C"": 0.1}",0.5060441587696132,0.5067068208930654,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,lag_1,logistic_regression,2
1,1,pooled_auc,0.5016045256390922,"{""model__C"": 10.0}",0.5016045256390922,0.5122973116150087,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,lag_1,logistic_regression,2
1,2,pooled_auc,0.5120083536373129,"{""model__C"": 10.0}",0.5120083536373129,0.5125745895959857,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,lag_1,logistic_regression,2
1,3,pooled_auc,0.50477845713398,"{""model__C"": 10.0}",0.50477845713398,0.5052611743243138,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,lag_1,logistic_regression,2
0,1,pooled_auc,0.4985396186314361,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.4985396186314361,0.5120115969255798,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,lag_1,random_forest,2
0,2,pooled_auc,0.5114324846694343,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5114324846694343,0.5068966903351533,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,lag_1,random_forest,2
0,3,pooled_auc,0.5034517244057791,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5034517244057791,0.5033211037637062,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,lag_1,random_forest,2
1,1,pooled_auc,0.49213449256657466,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.49213449256657466,0.5015444312108872,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,lag_1,random_forest,2
1,2,pooled_auc,0.5146386740581642,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5146386740581642,0.5122668765803307,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,lag_1,random_forest,2
1,3,pooled_auc,0.4933281919261413,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.4933281919261413,0.4936747298321401,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,lag_1,random_forest,2
0,1,pooled_auc,0.4936345048416342,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4936345048416342,0.49912967877298053,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,lag_1,hist_gradient_boosting,2
0,2,pooled_auc,0.5184950152668948,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5184950152668948,0.5186680076359911,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,lag_1,hist_gradient_boosting,2
0,3,pooled_auc,0.4905048103597505,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4905048103597505,0.4907010021307766,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,lag_1,hist_gradient_boosting,2
1,1,pooled_auc,0.49242488540355134,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.49242488540355134,0.49825533228914787,all,2015-01-02,2017-05-16,2017-05-17,2388,2017-05-18,2019-10-02,2392,enhanced,lag_1,hist_gradient_boosting,2
1,2,pooled_auc,0.5088431966811837,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5088431966811837,0.5088814025874276,all,2015-01-02,2019-10-01,2019-10-02,4780,2019-10-03,2022-02-15,2392,enhanced,lag_1,hist_gradient_boosting,2
1,3,pooled_auc,0.494410800284072,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.494410800284072,0.4943599377606948,all,2015-01-02,2022-02-14,2022-02-15,7172,2022-02-16,2024-07-10,2404,enhanced,lag_1,hist_gradient_boosting,2
0,1,pooled_auc,0.4969155289817759,"{""model__C"": 0.1}",0.4969155289817759,0.5162157148249105,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,base,logistic_regression,3
0,2,pooled_auc,0.5269881965944272,"{""model__C"": 0.1}",0.5269881965944272,0.5267947938082885,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,base,logistic_regression,3
0,3,pooled_auc,0.491957932139021,"{""model__C"": 0.1}",0.491957932139021,0.4895039024886414,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,base,logistic_regression,3
1,1,pooled_auc,0.497421975407932,"{""model__C"": 10.0}",0.497421975407932,0.5169011534393303,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,base,logistic_regression,3
1,2,pooled_auc,0.5268467008513932,"{""model__C"": 10.0}",0.5268467008513932,0.5264032953412283,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,base,logistic_regression,3
1,3,pooled_auc,0.492399685438085,"{""model__C"": 10.0}",0.492399685438085,0.48982770952417465,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,base,logistic_regression,3
0,1,pooled_auc,0.5007302532899305,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5007302532899305,0.5134061837968491,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,base,random_forest,3
0,2,pooled_auc,0.5280016447368421,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5280016447368421,0.5283941885750524,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,base,random_forest,3
0,3,pooled_auc,0.5022198552823385,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5022198552823385,0.5007762396989703,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,base,random_forest,3
1,1,pooled_auc,0.49983381278950084,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.49983381278950084,0.5120245703222963,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,base,random_forest,3
1,2,pooled_auc,0.5270190354102167,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5270190354102167,0.5290009539585141,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,base,random_forest,3
1,3,pooled_auc,0.5019642137870186,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5019642137870186,0.500694046971241,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,base,random_forest,3
0,1,pooled_auc,0.49859104784675357,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.49859104784675357,0.5066691873381175,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,base,hist_gradient_boosting,3
0,2,pooled_auc,0.5198348006965945,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5198348006965945,0.520588869360316,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,base,hist_gradient_boosting,3
0,3,pooled_auc,0.5035073533642781,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5035073533642781,0.5042866819694495,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,base,hist_gradient_boosting,3
1,1,pooled_auc,0.5059991156899529,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5059991156899529,0.5133909834652584,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,base,hist_gradient_boosting,3
1,2,pooled_auc,0.5245821642801858,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5245821642801858,0.5235015532183869,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,base,hist_gradient_boosting,3
1,3,pooled_auc,0.5035577024512813,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5035577024512813,0.5048061784146244,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,base,hist_gradient_boosting,3
0,1,pooled_auc,0.4998923422267752,"{""model__C"": 0.1}",0.4998923422267752,0.5114218834807122,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,hybrid,logistic_regression,3
0,2,pooled_auc,0.5169976296439629,"{""model__C"": 0.1}",0.5169976296439629,0.5161507432906334,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,hybrid,logistic_regression,3
0,3,pooled_auc,0.5055401977520332,"{""model__C"": 0.1}",0.5055401977520332,0.5076979358016007,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,hybrid,logistic_regression,3
1,1,pooled_auc,0.49935799575798046,"{""model__C"": 10.0}",0.49935799575798046,0.5106374503203938,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,hybrid,logistic_regression,3
1,2,pooled_auc,0.515680026122291,"{""model__C"": 10.0}",0.515680026122291,0.5142359398199156,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,hybrid,logistic_regression,3
1,3,pooled_auc,0.5060334989258861,"{""model__C"": 10.0}",0.5060334989258861,0.50803598798333,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,hybrid,logistic_regression,3
0,1,pooled_auc,0.5016646014569888,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5016646014569888,0.5158768241787471,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,hybrid,random_forest,3
0,2,pooled_auc,0.5193111455108359,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5193111455108359,0.5195063654468176,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,hybrid,random_forest,3
0,3,pooled_auc,0.5053681717047721,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5053681717047721,0.5091112987691859,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,hybrid,random_forest,3
1,1,pooled_auc,0.50442124697421,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.50442124697421,0.5172991443607122,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,hybrid,random_forest,3
1,2,pooled_auc,0.5148074690402477,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5148074690402477,0.5134324775321362,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,hybrid,random_forest,3
1,3,pooled_auc,0.5063739546570507,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5063739546570507,0.5087950544139717,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,hybrid,random_forest,3
0,1,pooled_auc,0.5094499263984744,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5094499263984744,0.5178056833174755,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,hybrid,hist_gradient_boosting,3
0,2,pooled_auc,0.5127258489744582,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5127258489744582,0.5136395219180928,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,hybrid,hist_gradient_boosting,3
0,3,pooled_auc,0.4996151891207611,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4996151891207611,0.5015317149354707,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,hybrid,hist_gradient_boosting,3
1,1,pooled_auc,0.5122805676809545,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5122805676809545,0.5190708855698669,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,hybrid,hist_gradient_boosting,3
1,2,pooled_auc,0.5217991123258514,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5217991123258514,0.5228645541124897,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,hybrid,hist_gradient_boosting,3
1,3,pooled_auc,0.5092762198864509,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5092762198864509,0.5103212605586348,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,hybrid,hist_gradient_boosting,3
0,1,pooled_auc,0.49961152223239164,"{""model__C"": 0.1}",0.49961152223239164,0.5096205287171133,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,lag_1,logistic_regression,3
0,2,pooled_auc,0.5018636319659442,"{""model__C"": 0.1}",0.5018636319659442,0.5018509411173617,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,lag_1,logistic_regression,3
0,3,pooled_auc,0.5073605570047568,"{""model__C"": 0.1}",0.5073605570047568,0.5102536004005587,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,lag_1,logistic_regression,3
1,1,pooled_auc,0.5007645218205626,"{""model__C"": 10.0}",0.5007645218205626,0.5102732358212453,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,lag_1,logistic_regression,3
1,2,pooled_auc,0.5024906878869969,"{""model__C"": 10.0}",0.5024906878869969,0.5024818488062825,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,lag_1,logistic_regression,3
1,3,pooled_auc,0.5073293885223262,"{""model__C"": 10.0}",0.5073293885223262,0.5101874534815021,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,lag_1,logistic_regression,3
0,1,pooled_auc,0.5009998526149921,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5009998526149921,0.5133631194846036,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,lag_1,random_forest,3
0,2,pooled_auc,0.5006197997291022,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5006197997291022,0.4983705932567484,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,lag_1,random_forest,3
0,3,pooled_auc,0.5101998858754028,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5101998858754028,0.5139651388572775,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,lag_1,random_forest,3
1,1,pooled_auc,0.49911538669155836,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.49911538669155836,0.5089697569513946,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,lag_1,random_forest,3
1,2,pooled_auc,0.502321376741486,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.502321376741486,0.4998653817351747,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,lag_1,random_forest,3
1,3,pooled_auc,0.5047298172088385,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5047298172088385,0.5047642864236908,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,lag_1,random_forest,3
0,1,pooled_auc,0.5059906243726282,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5059906243726282,0.5131715783937901,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,lag_1,hist_gradient_boosting,3
0,2,pooled_auc,0.5059506820820433,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5059506820820433,0.505691439141799,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,lag_1,hist_gradient_boosting,3
0,3,pooled_auc,0.49632451664876476,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.49632451664876476,0.49638835561834094,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,lag_1,hist_gradient_boosting,3
1,1,pooled_auc,0.5084370335461621,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5084370335461621,0.5137352089767533,all,2015-01-02,2017-07-21,2017-07-24,2572,2017-07-25,2020-02-13,2576,enhanced,lag_1,hist_gradient_boosting,3
1,2,pooled_auc,0.49849192143962845,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.49849192143962845,0.4982241589327227,all,2015-01-02,2020-02-12,2020-02-13,5148,2020-02-14,2022-09-02,2576,enhanced,lag_1,hist_gradient_boosting,3
1,3,pooled_auc,0.5030820833972687,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5030820833972687,0.5035103942194051,all,2015-01-02,2022-09-01,2022-09-02,7724,2022-09-06,2025-04-03,2588,enhanced,lag_1,hist_gradient_boosting,3
0,1,macro_auc,0.5196821062536762,"{""model__C"": 0.1}",0.4937573934275518,0.5196821062536762,all,2015-01-02,2017-03-10,2017-03-13,2204,2017-03-14,2019-05-22,2208,macro,base,logistic_regression,1
0,2,macro_auc,0.540907658811572,"{""model__C"": 0.1}",0.5408604668154524,0.540907658811572,all,2015-01-02,2019-05-21,2019-05-22,4412,2019-05-23,2021-07-30,2208,macro,base,logistic_regression,1
0,3,macro_auc,0.47158222515767884,"{""model__C"": 0.1}",0.4699820934662353,0.47158222515767884,all,2015-01-02,2021-07-29,2021-07-30,6620,2021-08-02,2023-10-12,2216,macro,base,logistic_regression,1
1,1,macro_auc,0.5179163919174202,"{""model__C"": 10.0}",0.4926798888885227,0.5179163919174202,all,2015-01-02,2017-03-10,2017-03-13,2204,2017-03-14,2019-05-22,2208,macro,base,logistic_regression,1
1,2,macro_auc,0.5344524075230075,"{""model__C"": 10.0}",0.5360324007651841,0.5344524075230075,all,2015-01-02,2019-05-21,2019-05-22,4412,2019-05-23,2021-07-30,2208,macro,base,logistic_regression,1
1,3,macro_auc,0.4714452783446539,"{""model__C"": 10.0}",0.4695491076088091,0.4714452783446539,all,2015-01-02,2021-07-29,2021-07-30,6620,2021-08-02,2023-10-12,2216,macro,base,logistic_regression,1
0,1,macro_auc,0.5003100131421513,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.48726476955571885,0.5003100131421513,all,2015-01-02,2017-03-10,2017-03-13,2204,2017-03-14,2019-05-22,2208,macro,base,random_forest,1
0,2,macro_auc,0.5313677038100371,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5302918592911419,0.5313677038100371,all,2015-01-02,2019-05-21,2019-05-22,4412,2019-05-23,2021-07-30,2208,macro,base,random_forest,1
0,3,macro_auc,0.4812051439303986,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.4806648575305291,0.4812051439303986,all,2015-01-02,2021-07-29,2021-07-30,6620,2021-08-02,2023-10-12,2216,macro,base,random_forest,1
1,1,macro_auc,0.5051070965924371,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.49189317877019495,0.5051070965924371,all,2015-01-02,2017-03-10,2017-03-13,2204,2017-03-14,2019-05-22,2208,macro,base,random_forest,1
1,2,macro_auc,0.5220910620959935,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5208466177799033,0.5220910620959935,all,2015-01-02,2019-05-21,2019-05-22,4412,2019-05-23,2021-07-30,2208,macro,base,random_forest,1
1,3,macro_auc,0.49630558692228866,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.49588704206241524,0.49630558692228866,all,2015-01-02,2021-07-29,2021-07-30,6620,2021-08-02,2023-10-12,2216,macro,base,random_forest,1
0,1,macro_auc,0.5139844657118326,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5046753646875073,0.5139844657118326,all,2015-01-02,2017-03-10,2017-03-13,2204,2017-03-14,2019-05-22,2208,macro,base,hist_gradient_boosting,1
0,2,macro_auc,0.5182494451641424,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.5187941707848451,0.5182494451641424,all,2015-01-02,2019-05-21,2019-05-22,4412,2019-05-23,2021-07-30,2208,macro,base,hist_gradient_boosting,1
0,3,macro_auc,0.48766037166764,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.48652647492432943,0.48766037166764,all,2015-01-02,2021-07-29,2021-07-30,6620,2021-08-02,2023-10-12,2216,macro,base,hist_gradient_boosting,1
1,1,macro_auc,0.5087452686225127,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.4984529407306601,0.5087452686225127,all,2015-01-02,2017-03-10,2017-03-13,2204,2017-03-14,2019-05-22,2208,macro,base,hist_gradient_boosting,1
1,2,macro_auc,0.5252684974535555,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5255576146447738,0.5252684974535555,all,2015-01-02,2019-05-21,2019-05-22,4412,2019-05-23,2021-07-30,2208,macro,base,hist_gradient_boosting,1
1,3,macro_auc,0.4903326971073029,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.48804885646070345,0.4903326971073029,all,2015-01-02,2021-07-29,2021-07-30,6620,2021-08-02,2023-10-12,2216,macro,base,hist_gradient_boosting,1
