dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
hybrid,hist_gradient_boosting,tuned_optimized_threshold,global,0.5316455696202531,0.5398773006134969,0.8859060402684564,0.6709021601016518,0.5112991841031714,120,900,136,1056,
hybrid,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5443037974683544,0.5472061657032755,0.9435215946843853,0.6926829268292682,0.49301270895955285,17,235,17,284,AAPL
hybrid,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5316455696202531,0.5529411764705883,0.7730263157894737,0.644718792866941,0.501070069752695,59,190,69,235,MSFT
hybrid,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5352622061482821,0.5469061876247505,0.9013157894736842,0.6807453416149069,0.5179137603043754,22,227,30,274,NVDA
hybrid,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.515370705244123,0.5146771037181996,0.9293286219081273,0.6624685138539043,0.5406753042795445,22,248,20,263,TSLA
