dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
base,hist_gradient_boosting,tuned_optimized_threshold,global,0.5397830018083183,0.5394378966455122,0.9983221476510067,0.7004120070629782,0.4984529214370311,4,1016,2,1190,
base,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5443037974683544,0.5443037974683544,1.0,0.7049180327868853,0.49493750988767604,0,252,0,301,AAPL
base,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5515370705244123,0.551094890510949,0.993421052631579,0.7089201877934272,0.44681357006975275,3,246,2,302,MSFT
base,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5497287522603979,0.5497287522603979,1.0,0.7094515752625438,0.4901513950538999,0,249,0,304,NVDA
base,hist_gradient_boosting,tuned_optimized_threshold,ticker,0.5135623869801085,0.5126811594202898,1.0,0.6778443113772455,0.5352964271692187,1,269,0,283,TSLA
