dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
base,xgboost,tuned_optimized_threshold,global,0.523508137432188,0.5425925925925926,0.7374161073825504,0.6251778093883357,0.49868198118173446,279,741,313,879,
base,xgboost,tuned_optimized_threshold,ticker,0.546112115732369,0.5452898550724637,1.0,0.7057444314185228,0.4836326003269525,1,251,0,301,AAPL
base,xgboost,tuned_optimized_threshold,ticker,0.4810126582278481,0.6491228070175439,0.12171052631578948,0.20498614958448755,0.50356689917565,229,20,267,37,MSFT
base,xgboost,tuned_optimized_threshold,ticker,0.5515370705244123,0.5507246376811594,1.0,0.7102803738317757,0.4896427816529275,1,248,0,304,NVDA
base,xgboost,tuned_optimized_threshold,ticker,0.515370705244123,0.5163398692810458,0.8374558303886925,0.6388140161725068,0.5110980238188718,48,222,46,237,TSLA
