dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
base,lightgbm,tuned_optimized_threshold,global,0.5180831826401446,0.5381818181818182,0.7449664429530202,0.6249120337790288,0.496154099223582,258,762,304,888,
base,lightgbm,tuned_optimized_threshold,ticker,0.5424954792043399,0.5437956204379562,0.9900332225913622,0.702002355712603,0.48020487264673317,2,250,3,298,AAPL
base,lightgbm,tuned_optimized_threshold,ticker,0.4701627486437613,0.5401459854014599,0.24342105263157895,0.3356009070294785,0.49616888607059817,186,63,230,74,MSFT
base,lightgbm,tuned_optimized_threshold,ticker,0.546112115732369,0.5484460694698354,0.9868421052631579,0.7050528789659224,0.47871750158528853,2,247,4,300,NVDA
base,lightgbm,tuned_optimized_threshold,ticker,0.5135623869801085,0.5167464114832536,0.7632508833922261,0.6162624821683309,0.5132247088077476,68,202,67,216,TSLA
