dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
base,hist_gradient_boosting,tuned_fixed_0_5,global,0.5063291139240507,0.5432525951557093,0.5268456375838926,0.534923339011925,0.4984529214370311,492,528,564,628,
base,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.5226039783001808,0.5412026726057907,0.8073089700996677,0.648,0.49493750988767604,46,206,58,243,AAPL
base,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.4484629294755877,0.4878048780487805,0.06578947368421052,0.11594202898550725,0.44681357006975275,228,21,284,20,MSFT
base,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.5244122965641953,0.5526992287917738,0.7072368421052632,0.6204906204906205,0.4901513950538999,75,174,89,215,NVDA
base,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.5298372513562387,0.5415162454873647,0.5300353356890459,0.5357142857142857,0.5352964271692187,143,127,133,150,TSLA
