Date,Adj Close,Close,High,Low,Open,Volume,next_adj_close,target,daily_return,sma_5,sma_20,sma_50,RSI,MACD,MACD_signal
2015-01-29,0.4745875895023346,0.4945000112056732,0.4972499907016754,0.4807499945163727,0.4830000102519989,235340000,0.4606714844703674,0,0.0243395607563066,0.4801060318946838,0.4769869415383589,0.4769869415383589,33.539438769552746,-0.0005009546003098553,4.686491735653205e-05
2015-01-30,0.4606714844703674,0.4799999892711639,0.496749997138977,0.4792500138282776,0.4909999966621399,298200000,0.470748633146286,1,-0.0293225219954866,0.4728600800037384,0.4761711686849594,0.4761711686849594,29.41529329477588,-0.0019090221985133549,-0.0003443125058174454
2015-02-02,0.470748633146286,0.4905000030994415,0.4925000071525574,0.4735000133514404,0.4830000102519989,259604000,0.4825053513050079,1,0.0218749130684836,0.4680614173412323,0.4755593433976173,0.4759129527069273,35.59155449157441,-0.002186578716422749,-0.0007127657479385061
2015-02-03,0.4825053513050079,0.5027499794960022,0.503250002861023,0.4914999902248382,0.4939999878406524,183468000,0.483705073595047,1,0.0249745136382975,0.470364773273468,0.4759432345628738,0.4762126071886582,41.9711365593024,-0.001441261391964599,-0.0008584648767437247
2015-02-04,0.483705073595047,0.5040000081062317,0.5097500085830688,0.4997499883174896,0.5012500286102295,181516000,0.4916227757930755,1,0.002486443490822,0.4744436264038086,0.4771069064736366,0.4765383665976317,42.59597972535461,-0.0007451943437738473,-0.0008358107701497493
2015-02-05,0.4916227757930755,0.5122500061988831,0.512499988079071,0.5040000081062317,0.5044999718666077,140448000,0.4894633889198303,0,0.0163688632397045,0.4778506636619568,0.478726452589035,0.4771668836474418,46.67678964978098,0.0004402611467456685,-0.0005805963867706658
2015-02-06,0.4894633889198303,0.5099999904632568,0.5177500247955322,0.5077499747276306,0.5117499828338623,210524000,0.4889837503433227,0,-0.0043923654061016,0.4836090445518494,0.4793742701411247,0.4776587438583374,45.72213447375312,0.0011917608129993207,-0.00022612494681666852
2015-02-09,0.4889837503433227,0.5095000267028809,0.5109999775886536,0.5037500262260437,0.5070000290870667,273944000,0.5026597380638123,1,-0.0009799273804035,0.4872560679912566,0.4799021333456039,0.4780943210308368,45.499536678114765,0.001728699516205967,0.00016483994578785863
2015-02-10,0.5026597380638123,0.5237500071525574,0.5239999890327454,0.5077499747276306,0.5099999904632568,226204000,0.4993008375167846,0,0.0279681844455719,0.4912869453430176,0.4814137041568756,0.4790041512913174,52.587429534512616,0.00322063969139319,0.0007759998949089249
2015-02-11,0.4993008375167846,0.5202500224113464,0.5249999761581421,0.5167499780654907,0.5249999761581421,320832000,0.5350506901741028,1,-0.0066822549981141,0.4944060981273651,0.4827933251857758,0.4797290329422269,50.83865380241858,0.004084889760037458,0.0014377778679346316
2015-02-12,0.5350506901741028,0.5575000047683716,0.5625,0.546750009059906,0.550000011920929,676904000,0.5352908372879028,1,0.0715998251377185,0.5030916810035706,0.485864469408989,0.4816366762950502,64.40590632295834,0.00756729740745038,0.0026636817758377814
2015-02-13,0.5352908372879028,0.5577499866485596,0.5584999918937683,0.5477499961853027,0.5562499761581421,310084000,0.5369701981544495,1,0.0004488305841114,0.512257170677185,0.4891155630350113,0.4834251483281453,64.47682615549681,0.01022859949461602,0.004176665319593429
2015-02-17,0.5369701981544495,0.559499979019165,0.562250018119812,0.5532500147819519,0.5567499995231628,203340000,0.5307317972183228,0,0.0031372867786327,0.5218544602394104,0.4920187547802925,0.4851524079999616,65.0019776517268,0.01233106610503032,0.0058075454766808084
2015-02-18,0.5307317972183228,0.5529999732971191,0.5597500205039978,0.5519999861717224,0.5587499737739563,170948000,0.5321716666221619,1,-0.0116177787101926,0.5274688720703125,0.4945380389690399,0.4865767639130354,61.37237002831869,0.013340122592871428,0.007314060899918933
2015-02-19,0.5321716666221619,0.5544999837875366,0.5609999895095825,0.5519999861717224,0.5600000023841858,169432000,0.5360105633735657,1,0.0027129887664274,0.534043037891388,0.4967934116721153,0.4879584276314938,61.901155382104,0.014093531103106072,0.00866995494055636
2015-02-20,0.5360105633735657,0.5584999918937683,0.5587499737739563,0.550000011920929,0.5540000200271606,157752000,0.5316917896270752,0,0.0072136436270091,0.5342350125312805,0.4988208472728729,0.4893717257415547,63.34200314490691,0.014829435162768023,0.009901850984998694
2015-02-23,0.5316917896270752,0.5540000200271606,0.5582500100135803,0.5512499809265137,0.5582500100135803,125008000,0.5373519062995911,1,-0.0080572549154792,0.533515202999115,0.500560374557972,0.4905808704239981,60.566892598339145,0.014892484196540878,0.010899977627307132
2015-02-24,0.5373519062995911,0.5577499866485596,0.5577499866485596,0.5490000247955322,0.5540000200271606,149356000,0.5332573652267456,0,0.0106454844384296,0.5335915446281433,0.5026908725500107,0.4918800658649868,62.86326255213608,0.015223685946773924,0.01176471929120049
2015-02-25,0.5332573652267456,0.5534999966621399,0.5580000281333923,0.5509999990463257,0.5554999709129333,123820000,0.5347023010253906,1,-0.0076198502784553,0.5340966582298279,0.5058043122291564,0.4929983712531425,60.13508088916849,0.014983055141894464,0.012408386461339287
2015-02-26,0.5347023010253906,0.5550000071525574,0.5582500100135803,0.5504999756813049,0.5540000200271606,152864000,0.5313304662704468,0,0.0027096405842057,0.5346027851104737,0.5093738868832588,0.4940958430892543,60.781911835473935,0.014739045200164114,0.012874518209104253
2015-02-27,0.5313304662704468,0.5515000224113464,0.5547500252723694,0.5494999885559082,0.5534999966621399,157492000,0.54433673620224,1,-0.0063060038239554,0.5336667656898498,0.5122110307216644,0.4950505770169772,58.40058231824929,0.014110924721773999,0.013121799511638202
2015-03-02,0.54433673620224,0.5649999976158142,0.5680000185966492,0.5492500066757202,0.550000011920929,301512000,0.5342206358909607,0,0.0244786827736187,0.5361957550048828,0.516394293308258,0.4962827309966087,64.22319447569086,0.014495536481448745,0.013396546905600312
2015-03-03,0.5342206358909607,0.5544999837875366,0.5634999871253967,0.5527499914169312,0.5607500076293945,160344000,0.5402421355247498,1,-0.0185842689616319,0.5355695009231567,0.5195678934454918,0.4972080457501295,57.4837965128708,0.013824696821246318,0.013482176888729514
2015-03-04,0.5402421355247498,0.5607500076293945,0.5619999766349792,0.5502499938011169,0.5525000095367432,226840000,0.5505988001823425,1,0.0112715594068104,0.5369664549827575,0.5224547326564789,0.4982326669352395,60.16349914675344,0.013621911339495418,0.013510123778882695
2015-03-05,0.5505988001823425,0.5715000033378601,0.5724999904632568,0.559249997138977,0.5607500076293945,323056000,0.5431326031684875,0,0.0191704126290206,0.540145754814148,0.5257994189858437,0.4994504839874977,64.32797049180579,0.014133971047680882,0.013634893232642335
2015-03-06,0.5431326031684875,0.5637500286102295,0.5709999799728394,0.5632500052452087,0.5682500004768372,257392000,0.5445774793624878,1,-0.0135601403624242,0.5425061821937561,0.5283749103546143,0.5004432594234293,59.499020323018925,0.013778492469824433,0.013663613080078756
2015-03-09,0.5445774793624878,0.5652499794960022,0.5695000290870667,0.562749981880188,0.5640000104904175,222388000,0.5539708733558655,1,0.0026602641520159,0.5425543308258056,0.5311306148767472,0.5014240198665195,60.12288794377032,0.013458224534331986,0.013622535370929403
2015-03-10,0.5539708733558655,0.574999988079071,0.5787500143051147,0.5667499899864197,0.5677499771118164,527212000,0.5510807037353516,0,0.0172489578606411,0.5465043783187866,0.5343799710273742,0.5025663427684618,64.004819384178,0.013803262857456922,0.013658680868234907
2015-03-11,0.5510807037353516,0.5720000267028809,0.5824999809265137,0.5705000162124634,0.574999988079071,262120000,0.5460224151611328,0,-0.0052171869668991,0.5486720919609069,0.5368010193109513,0.5035985632145659,62.004796676980426,0.013685735045648184,0.013664091703717563
2015-03-12,0.5460224151611328,0.5667499899864197,0.5707499980926514,0.5559999942779541,0.5665000081062317,406972000,0.5467450618743896,1,-0.0091788526434195,0.5477568149566651,0.5391370981931687,0.5044823934634527,58.55606738523055,0.013034181859015281,0.013538109734777109
2015-03-13,0.5467450618743896,0.5674999952316284,0.5690000057220459,0.5562499761581421,0.5640000104904175,359288000,0.553248405456543,1,0.0013234744457213,0.5484793066978455,0.539721816778183,0.5053448969004105,58.90770981909608,0.012432815061895863,0.01331705080020086
2015-03-16,0.553248405456543,0.5742499828338623,0.577750027179718,0.5682500004768372,0.5720000267028809,236956000,0.5599924325942993,1,0.0118946544480129,0.5502134919166565,0.540619695186615,0.5063029670715332,62.03001994925115,0.012338759480257422,0.013121392536212174
2015-03-17,0.5599924325942993,0.581250011920929,0.5814999938011169,0.5690000057220459,0.5730000138282776,299900000,0.5508397221565247,0,0.0121898718030486,0.5514178037643432,0.5417708069086075,0.5078431129455566,64.99998422463489,0.012662441636911437,0.013029602356352027
2015-03-18,0.5508397221565247,0.5717499852180481,0.5842499732971191,0.5665000081062317,0.581250011920929,413844000,0.5592696070671082,1,-0.0163443466465654,0.5513696074485779,0.5427762031555176,0.5093633568286896,58.33147285627155,0.012041606691824636,0.012832003223446551
2015-03-19,0.5592696070671082,0.5805000066757202,0.5824999809265137,0.5695000290870667,0.5737500190734863,310756000,0.5652912855148315,1,0.0153036982837415,0.5540190458297729,0.5441311001777649,0.5113401162624359,62.17999373498128,0.012090440711283734,0.012683690721013989
2015-03-20,0.5652912855148315,0.5867499709129333,0.5902500152587891,0.5797500014305115,0.5852500200271606,462084000,0.5469859838485718,0,0.0107670403891639,0.5577282905578613,0.5455951362848281,0.5134613049030304,64.68886282040546,0.012471279996304818,0.012641208576072156
2015-03-23,0.5469859838485718,0.5677499771118164,0.5767499804496765,0.5674999952316284,0.5692499876022339,426012000,0.5395195484161377,0,-0.0323820694486532,0.5564758062362671,0.546359845995903,0.5148708838224411,53.146928752102376,0.011167283519781357,0.012346423564813998
2015-03-24,0.5395195484161377,0.5600000023841858,0.5699999928474426,0.5575000047683716,0.5659999847412109,330480000,0.5067632794380188,0,-0.0136501403196852,0.5523812294006347,0.5464682281017303,0.5160927450656891,49.28433461574478,0.009422758285504429,0.011761690508952085
2015-03-25,0.5067632794380188,0.5260000228881836,0.5597500205039978,0.5242499709129333,0.5597500205039978,542552000,0.505077064037323,0,-0.0607137759406144,0.5435659408569335,0.545143523812294,0.5167794442176818,36.68699488749632,0.005335547448024336,0.010476461896766535
2015-03-26,0.505077064037323,0.5242499709129333,0.5264999866485596,0.5115000009536743,0.515250027179718,311920000,0.5149520635604858,1,-0.0033274222287095,0.5327274322509765,0.5436622619628906,0.5174468171596527,36.17439963160507,0.001937999865920026,0.008768769490597234
2015-03-27,0.5149520635604858,0.534500002861023,0.5364999771118164,0.518750011920929,0.5272499918937683,318288000,0.5171198844909668,1,0.0195514709066915,0.5226595878601075,0.5428433418273926,0.5182733023166657,41.34319744001603,4.1767393288094645e-05,0.007023369071135406
2015-03-30,0.5171198844909668,0.5367500185966492,0.5394999980926514,0.5299999713897705,0.5370000004768372,253252000,0.504113495349884,0,0.0042097528758155,0.5166863679885865,0.5414824992418289,0.5192103207111358,42.445111830602606,-0.0012714292263514837,0.005364409411638029
2015-03-31,0.504113495349884,0.5232499837875366,0.5357499718666077,0.5227500200271606,0.5352500081062317,357276000,0.5060402750968933,1,-0.0251515935301651,0.5096051573753357,0.5399771422147751,0.5197144633531571,37.850780326575055,-0.0033233444669377166,0.00362685863592288
2015-04-01,0.5060402750968933,0.5252500176429749,0.5270000100135803,0.5162500143051147,0.5252500176429749,330768000,0.5072445273399353,1,0.003822114989546,0.5094605565071106,0.5382670491933823,0.5202283465862274,38.9057858697715,-0.004739394268582164,0.0019536080550218715
2015-04-02,0.5072445273399353,0.5264999866485596,0.5297499895095825,0.5220000147819519,0.528249979019165,192204000,0.5219371914863586,1,0.0023797557275682,0.509894049167633,0.5360993355512619,0.5206319528818131,39.59595441562323,-0.005698759099273754,0.0004231346241627466
2015-04-06,0.5219371914863586,0.5417500138282776,0.5435000061988831,0.518750011920929,0.5242499709129333,515864000,0.5265134572982788,1,0.0289656435003327,0.5112910747528077,0.5350395649671554,0.521161459684372,47.40295475240742,-0.005213390711647614,-0.0007041704429993256
2015-04-07,0.5265134572982788,0.546500027179718,0.5525000095367432,0.5387499928474426,0.5417500138282776,413964000,0.5303670167922974,1,0.0087678477153314,0.51316978931427,0.534136363863945,0.5217537039518356,49.588419760585765,-0.00440864623250925,-0.0014450656009013106
2015-04-08,0.5303670167922974,0.5504999756813049,0.5525000095367432,0.5417500138282776,0.546999990940094,366432000,0.5426504611968994,1,0.0073190142447496,0.5184204936027527,0.5329561710357666,0.5224662053585053,51.41898253073664,-0.003420500983148611,-0.0018401526773507708
2015-04-09,0.5426504611968994,0.5632500052452087,0.5649999976158142,0.5460000038146973,0.5462499856948853,379432000,0.5481902360916138,1,0.0231602720676209,0.5257425308227539,0.532534658908844,0.5238994431495666,56.803487464135934,-0.0016274571346139854,-0.0017976135688034139
2015-04-10,0.5481902360916138,0.5690000057220459,0.5692499876022339,0.5617499947547913,0.5637500286102295,258728000,0.5431326031684875,0,0.0102087352556479,0.5339316725730896,0.532643049955368,0.525597031712532,59.01003533302124,0.00023781518429610848,-0.0013905278181835096
2015-04-13,0.5431326031684875,0.5637500286102295,0.5709999799728394,0.5612499713897705,0.5677499771118164,236724000,0.5385562777519226,0,-0.0092260543697114,0.5381707549095154,0.532462427020073,0.5269679319858551,56.18808868723006,0.001293042834198066,-0.0008538136877071945
2015-04-14,0.5385562777519226,0.5590000152587891,0.5637500286102295,0.5534999966621399,0.5615000128746033,220276000,0.5450592041015625,1,-0.0084257976594811,0.5405793190002441,0.5317278206348419,0.5285256278514862,53.68635476518297,0.001739989616883042,-0.00033505302678914727
2015-04-15,0.5450592041015625,0.565750002861023,0.5699999928474426,0.5577499866485596,0.5605000257492065,243560000,0.5416874289512634,0,0.0120747387381405,0.5435177564620972,0.5309811592102051,0.5300118392705917,56.64066494675059,0.002589084615631676,0.00024977450169501737
2015-04-16,0.5416874289512634,0.562250018119812,0.5672500133514404,0.5582500100135803,0.5625,155284000,0.5347023010253906,0,-0.0061860713935779,0.54332515001297,0.530523544549942,0.5311954808235169,54.69257090196224,0.0029558512309734164,0.0007909898475506972
2015-04-17,0.5347023010253906,0.5550000071525574,0.5605000257492065,0.5502499938011169,0.5504999756813049,293636000,0.5320531129837036,0,-0.0128951265112361,0.5406275629997254,0.5292951792478562,0.5322154253721237,50.79492533650535,0.002652300895847004,0.0011632520572099586
2015-04-20,0.5320531129837036,0.5522500276565552,0.5609999895095825,0.5512499809265137,0.5575000047683716,231624000,0.5313304662704468,0,-0.0049545102697458,0.5384116649627686,0.5276332706212997,0.5330240321159363,49.35825569757456,0.002172919668182116,0.0013651855794043902
2015-04-21,0.5313304662704468,0.5515000224113464,0.5590000152587891,0.5487499833106995,0.5590000152587891,230456000,0.5373519062995911,1,-0.0013582228834341,0.5369665026664734,0.5268504947423935,0.5338613736629486,48.95153076672804,0.001714926436695574,0.001435133750862627
2015-04-22,0.5373519062995911,0.5577499866485596,0.5584999918937683,0.5462499856948853,0.5547500252723694,207420000,0.5351840853691101,0,0.0113327588222267,0.5354250431060791,0.5267421126365661,0.534828736782074,52.4663362640774,0.0018168993039618941,0.0015114868614824804
2015-04-23,0.5351840853691101,0.5554999709129333,0.5607500076293945,0.5412499904632568,0.5475000143051147,259380000,0.5306075811386108,0,-0.0040342667534379,0.5341243743896484,0.5281631529331208,0.5354792237281799,51.10217509790995,0.0017031555866654502,0.0015498206065190745
2015-04-24,0.5306075811386108,0.5507500171661377,0.5554999709129333,0.5444999933242798,0.5552499890327454,240960000,0.5347023010253906,1,-0.0085512711525098,0.5333054304122925,0.5294396787881851,0.5361053586006165,48.24999240914309,0.0012295536976136834,0.0014857672247379963
2015-04-27,0.5347023010253906,0.5550000071525574,0.5647500157356262,0.5477499961853027,0.5525000095367432,248456000,0.5373519062995911,1,0.0077170399224095,0.5338352680206299,0.5304271906614304,0.5360983908176422,50.89102543846334,0.0011711304000358025,0.0014228398597975575
2015-04-28,0.5373519062995911,0.5577499866485596,0.5597500205039978,0.5487499833106995,0.5540000200271606,234484000,0.5332573652267456,0,0.0049552905778025,0.5350395560264587,0.5314387917518616,0.536139612197876,52.5775364886419,0.0013233754691056587,0.001402946981659178
2015-04-29,0.5332573652267456,0.5534999966621399,0.559249997138977,0.5512499809265137,0.5537499785423279,195156000,0.5347023010253906,1,-0.0076198502784553,0.5342206478118896,0.5328959852457047,0.5360653555393219,49.735042503138246,0.0011009445348552083,0.0013425464922983842
2015-04-30,0.5347023010253906,0.5550000071525574,0.5577499866485596,0.5494999885559082,0.5507500171661377,218844000,0.5479496121406555,1,0.0027096405842057,0.5341242909431457,0.5343290865421295,0.5361447656154632,50.74699483942111,0.0010293944417036904,0.0012799160821794454
2015-05-01,0.5479496121406555,0.5687500238418579,0.5705000162124634,0.5569999814033508,0.559499979019165,256968000,0.5445774793624878,0,0.0247751152180581,0.5375926971435547,0.5363643407821655,0.5364603245258331,58.91383745041908,0.0020183712446777413,0.0014276071146791048
2015-05-04,0.5445774793624878,0.5652499794960022,0.5720000267028809,0.5634999871253967,0.5682500004768372,200720000,0.5306075811386108,0,-0.0061540928279772,0.5395677328109741,0.5374963551759719,0.5366316628456116,56.35233383445432,0.002501207193539523,0.0016423271304511885
2015-05-05,0.5306075811386108,0.5507500171661377,0.5640000104904175,0.5482500195503235,0.5632500052452087,292928000,0.5322937369346619,1,-0.0256527284973864,0.538218867778778,0.5377010613679886,0.5366099786758423,47.197156617136784,0.0017365858456599437,0.0016611788734929398
2015-05-06,0.5322937369346619,0.5525000095367432,0.5590000152587891,0.5452499985694885,0.5537499785423279,316484000,0.5416874289512634,1,0.0031777830848793,0.5380261421203614,0.5377973973751068,0.5365088152885437,48.28916393526311,0.001252241538651222,0.0015793914065245964
2015-05-07,0.5416874289512634,0.562250018119812,0.5640000104904175,0.5485000014305115,0.5502499938011169,534564000,0.5017049312591553,0,0.01764757194157,0.5394231677055359,0.537749245762825,0.536677416563034,53.997072529517226,0.001607853293303152,0.0015850837838803076
2015-05-08,0.5017049312591553,0.5207499861717224,0.5460000038146973,0.5122500061988831,0.5252500176429749,1146552000,0.4968878328800201,0,-0.0738110126895809,0.5301742315292358,0.5354249805212021,0.5360174691677093,35.855650039047774,-0.0013213436184432714,0.0010037983034155919
2015-05-11,0.4968878328800201,0.515749990940094,0.5210000276565552,0.5095000267028809,0.5134999752044678,544144000,0.5017049312591553,1,-0.0096014571095514,0.5206363022327423,0.5331127420067787,0.5353286164999008,34.35793743188661,-0.00398551037306516,5.936568119441579e-06
2015-05-12,0.5017049312591553,0.5207499861717224,0.5249999761581421,0.5117499828338623,0.5120000243186951,388800000,0.5045952796936035,1,0.0096945388081144,0.5148557722568512,0.5312701746821403,0.5344759804010392,37.18365176196925,-0.0056431316306518875,-0.0011238770716348243
2015-05-13,0.5045952796936035,0.5237500071525574,0.5285000205039978,0.518750011920929,0.5245000123977661,308524000,0.5127843618392944,1,0.0057610524720062,0.5093160808086395,0.5292469784617424,0.533883473277092,38.88366653398398,-0.006646959445891776,-0.0022284935464862146
2015-05-14,0.5127843618392944,0.5322499871253967,0.5350000262260437,0.5239999890327454,0.5252500176429749,293052000,0.5130252242088318,1,0.0162290106056153,0.5035354673862458,0.5278018251061439,0.5333343178033829,43.54541601774409,-0.006704425290131266,-0.0031236798952152247
2015-05-15,0.5130252242088318,0.5325000286102295,0.5370000004768372,0.5292500257492065,0.534500002861023,215824000,0.5123026371002197,0,0.0004697147328622,0.505799525976181,0.526717971265316,0.5325828462839126,43.68148565894631,-0.006653830588303045,-0.003829710033832789
2015-05-18,0.5123026371002197,0.5317500233650208,0.5350000262260437,0.5287500023841858,0.53125,324972000,0.5091089606285095,0,-0.0014084826135526,0.508882486820221,0.5257304474711418,0.5319662469625474,43.34396789722154,-0.006596006011907463,-0.004382969229447723
2015-05-19,0.5091089606285095,0.5260000228881836,0.5317500233650208,0.5249999761581421,0.5299999713897705,253808000,0.5091089606285095,0,-0.0062339645366406,0.5103632926940918,0.524619372189045,0.5312568765878677,41.80642358520816,-0.006730299911199444,-0.004852435365798068
2015-05-20,0.5091089606285095,0.5260000228881836,0.5325000286102295,0.5254999995231628,0.5262500047683716,196824000,0.5054791569709778,0,0.0,0.511266028881073,0.5232072249054909,0.5303596383333207,41.80642358520816,-0.0067588173546767605,-0.005233711763573807
2015-05-21,0.5054791569709778,0.5222499966621399,0.5285000205039978,0.5217499732971191,0.5262500047683716,239692000,0.5047534108161926,0,-0.0071297186618963,0.5098049879074097,0.5217219784855842,0.5294476073980331,39.93893877594236,-0.0069936935083758645,-0.005585708112534219
2015-05-22,0.5047534108161926,0.5214999914169312,0.5254999995231628,0.5202500224113464,0.5235000252723694,212592000,0.5016077756881714,0,-0.0014357588137443,0.5081506252288819,0.5204292699694634,0.5286222273111343,39.558451934502095,-0.00715590735614724,-0.005899747961256824
2015-05-26,0.5016077756881714,0.5182499885559082,0.5224999785423279,0.5142499804496765,0.5189999938011169,259732000,0.5284663438796997,1,-0.0062320235200287,0.5060116529464722,0.5187745437026023,0.52771948158741,37.874245223052654,-0.00745238303220741,-0.006210274975446941
2015-05-27,0.5284663438796997,0.5460000038146973,0.5485000014305115,0.5199999809265137,0.5217499732971191,432332000,0.5357257127761841,1,0.0535449598138311,0.5098831295967102,0.5183302655816078,0.5272238403558731,55.352915928258426,-0.005457173258489267,-0.0060596546320554065
2015-05-28,0.5357257127761841,0.5534999966621399,0.5552499890327454,0.5450000166893005,0.5460000038146973,327656000,0.5354835987091064,0,0.01373667212786,0.5152064800262451,0.5184536829590798,0.5267385059595108,58.732372837147565,-0.003252689754477789,-0.005498261656539884
2015-05-29,0.5354835987091064,0.5532500147819519,0.5569999814033508,0.5525000095367432,0.5534999966621399,335168000,0.5415329337120056,1,-0.0004519366185038,0.5212073683738708,0.5184927478432655,0.5264313834905624,58.57313066593444,-0.0015077765671762666,-0.004700164638667161
2015-06-01,0.5415329337120056,0.559499979019165,0.5649999976158142,0.5532500147819519,0.5567499995231628,372660000,0.5308860540390015,0,0.0112969566527945,0.5285632729530334,0.518171913921833,0.5260766500234604,61.38991500223069,0.00035907133270352,-0.0036883174443930254
2015-06-02,0.5308860540390015,0.5485000014305115,0.5590000152587891,0.5479999780654907,0.5559999942779541,224304000,0.5250790119171143,0,-0.0196606319028904,0.5344189286231995,0.5174873426556588,0.5253885453939438,54.381467865372976,0.0009682857380939325,-0.002756996807895634
2015-06-03,0.5250790119171143,0.5425000190734863,0.5542500019073486,0.5414999723434448,0.550000011920929,250788000,0.5345157384872437,1,-0.0109383964368756,0.5337414622306824,0.5172109141945839,0.5249504059553146,50.963991511597065,0.0009713160489689399,-0.0020113342365227194
2015-06-04,0.5345157384872437,0.5522500276565552,0.5540000200271606,0.5392500162124634,0.5392500162124634,323712000,0.5386291146278381,1,0.0179720125085078,0.5334994673728943,0.517322014272213,0.5248503297567367,55.82253870996116,0.001715408400132401,-0.0012659857091916952
2015-06-05,0.5386291146278381,0.5565000176429749,0.5590000152587891,0.5447499752044678,0.5504999756813049,313320000,0.5262886881828308,0,0.0076955192231307,0.5341285705566406,0.5171690985560418,0.5254876464605331,57.78594476084939,0.0026069704938819216,-0.000491394468576972
