scope,accuracy,precision,recall,f1,balanced_accuracy,f1_macro,mcc,roc_auc,tn,fp,fn,tp,group,mean_outer_auc,approach,dataset_type,model_name,ticker
global,0.4972875226039783,0.5062344139650873,0.7173144876325088,0.5935672514619883,0.4919905771495877,0.46739973947506996,-0.0179354524819568,0.5166993848972647,72,198,80,203,,0.5198504666021114,joint,base,logistic_regression,TSLA
global,0.5533453887884268,0.5503731343283582,0.9800664451827242,0.7048984468339307,0.5118586194167589,0.39334141672551554,0.06842909394315967,0.5291620524178664,11,241,6,295,,0.5325567533871162,joint,base,random_forest,AAPL
global,0.4665461121157324,0.5233160621761658,0.33223684210526316,0.40643863179074446,0.4813794652293384,0.4610189874881473,-0.03887126780922608,0.48888976960473474,157,92,203,101,,0.5047476386876151,joint,base,random_forest,MSFT
global,0.5497287522603979,0.5521821631878557,0.9572368421052632,0.7003610108303249,0.5047228387233144,0.3974532326878897,0.022201258566572835,0.4874894314098499,13,236,13,291,,0.503734177153158,joint,base,random_forest,NVDA
global,0.4864376130198915,0.49842271293375395,0.558303886925795,0.5266666666666666,0.48470749901845306,0.48270092226613964,-0.03090992704026796,0.5173144876325089,111,159,125,158,,0.5444253863826233,joint,base,random_forest,TSLA
global,0.5406871609403255,0.5445920303605313,0.9534883720930233,0.6932367149758454,0.5005537098560354,0.389783825113822,0.0026055762459838883,0.4585970046933502,12,240,14,287,,0.454430116589692,joint,base,xgboost,AAPL
global,0.47739602169981915,0.5409836065573771,0.3256578947368421,0.406570841889117,0.4941542485732403,0.4698443870188719,-0.012361762584849053,0.5048351299936589,165,84,205,99,,0.5482085921688044,joint,base,xgboost,MSFT
global,0.5352622061482821,0.5463510848126233,0.9111842105263158,0.6831072749691739,0.49374471570492495,0.4059604171456039,-0.022538791090075803,0.48994662861974214,19,230,27,277,,0.4916874401210228,joint,base,xgboost,NVDA
global,0.4972875226039783,0.5079365079365079,0.5653710247349824,0.5351170568561873,0.49564847533045414,0.49393648118399913,-0.008786234497208466,0.513852898835231,115,155,123,160,,0.5370576555815043,joint,base,xgboost,TSLA
global,0.49005424954792043,0.5230024213075061,0.717607973421927,0.6050420168067226,0.4679309708379476,0.44282713085234093,-0.07346158302829683,0.47070611190212513,55,197,85,216,,0.47585899432382767,joint,hybrid,hist_gradient_boosting,AAPL
global,0.47739602169981915,0.5409836065573771,0.3256578947368421,0.406570841889117,0.4941542485732403,0.4698443870188719,-0.012361762584849053,0.48825565419573025,165,84,205,99,,0.5040603317931822,joint,hybrid,hist_gradient_boosting,MSFT
global,0.4918625678119349,0.5360501567398119,0.5625,0.5489566613162119,0.48406124497991965,0.4835880615069672,-0.032100927910920445,0.4836847389558233,101,148,133,171,,0.4822382932240923,joint,hybrid,hist_gradient_boosting,NVDA
global,0.5135623869801085,0.52,0.6431095406360424,0.5750394944707741,0.5104436592069101,0.5031645675313701,0.021660862525642383,0.5418466169349562,102,168,101,182,,0.5717813552188553,joint,hybrid,hist_gradient_boosting,TSLA
global,0.5298372513562387,0.5486935866983373,0.7674418604651163,0.6398891966759003,0.5067368032484312,0.48140293167128345,0.015741255354282294,0.48727785687918573,62,190,70,231,,0.48995039132193785,joint,hybrid,lightgbm,AAPL
global,0.4810126582278481,0.5521472392638037,0.29605263157894735,0.3854389721627409,0.5014399704079475,0.46814984601877263,0.0031426348519309555,0.4861683576410907,176,73,214,90,,0.49187992150680654,joint,hybrid,lightgbm,MSFT
global,0.49547920433996384,0.5429553264604811,0.5197368421052632,0.5310924369747899,0.4928001479602621,0.4925520893288822,-0.014348050363484294,0.49398911435214543,116,133,146,158,,0.49493325367925456,joint,hybrid,lightgbm,NVDA
global,0.5099457504520796,0.5198675496688742,0.5547703180212014,0.5367521367521367,0.5088666404920822,0.5082992929442065,0.01780425735099213,0.507773851590106,125,145,126,157,,0.5184538128781551,joint,hybrid,lightgbm,TSLA
global,0.5063291139240507,0.5355329949238579,0.7009966777408638,0.6071942446043166,0.48740310077519383,0.47148033398099043,-0.02772237894963381,0.468781310974002,69,183,90,211,,0.46601914324242727,joint,hybrid,logistic_regression,AAPL
global,0.5226039783001808,0.5617283950617284,0.5986842105263158,0.5796178343949044,0.514201543014162,0.5136582895823895,0.028688758079867923,0.5038971676178398,107,142,122,182,,0.509997248505158,joint,hybrid,logistic_regression,MSFT
global,0.5009041591320073,0.5588235294117647,0.4375,0.4907749077490775,0.5079066265060241,0.500706602810709,0.015889635309735705,0.5188913548932572,144,105,171,133,,0.5213662759843721,joint,hybrid,logistic_regression,NVDA
global,0.5081374321880651,0.5150684931506849,0.6643109540636042,0.5802469135802469,0.5043776992540243,0.49318022534907546,0.009239014762961214,0.503271823059809,93,177,95,188,,0.5132464328434723,joint,hybrid,logistic_regression,TSLA
