dataset_type,model_name,outer_fold,params,inner_mean_auc,train_rows,test_rows,train_end,train_target_end,test_start,test_end
hybrid,xgboost,3,"{""model__max_depth"": 3, ""model__n_estimators"": 100}",0.5067619677795493,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
hybrid,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 15, ""model__subsample_freq"": 1}",0.511143877997682,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_1,logistic_regression,3,"{""model__C"": 10.0}",0.507590426065535,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_1,random_forest,3,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5035500791981216,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_1,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5081860140379696,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_1,xgboost,3,"{""model__max_depth"": 2, ""model__n_estimators"": 100}",0.5059842039059257,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_1,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 7, ""model__subsample_freq"": 1}",0.5071901199419259,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_2,logistic_regression,3,"{""model__C"": 10.0}",0.5050966703598486,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_2,random_forest,3,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5045688817494411,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_2,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5072796542987472,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_2,xgboost,3,"{""model__max_depth"": 3, ""model__n_estimators"": 100}",0.505703650371121,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_2,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 15, ""model__subsample_freq"": 1}",0.5072958087730345,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_3,logistic_regression,3,"{""model__C"": 10.0}",0.5071715228258086,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_3,random_forest,3,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5039255905564488,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_3,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5068654446922296,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_3,xgboost,3,"{""model__max_depth"": 2, ""model__n_estimators"": 100}",0.5054228479180267,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
lag_3,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 7, ""model__subsample_freq"": 1}",0.5085586467187694,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_3,logistic_regression,3,"{""model__C"": 10.0}",0.5055582435805245,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_3,random_forest,3,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5068737874370685,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_3,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5033580169062642,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_3,xgboost,3,"{""model__max_depth"": 3, ""model__n_estimators"": 100}",0.5043613845690821,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_3,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 7, ""model__subsample_freq"": 1}",0.5052054814891909,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_5,logistic_regression,3,"{""model__C"": 10.0}",0.5065794477979936,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_5,random_forest,3,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5022061301152174,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_5,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5118759431600645,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_5,xgboost,3,"{""model__max_depth"": 3, ""model__n_estimators"": 100}",0.5086017120197593,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
rolling_5,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 7, ""model__subsample_freq"": 1}",0.5035474360048163,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
weighted_sentiment,logistic_regression,3,"{""model__C"": 10.0}",0.5087343267817311,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
weighted_sentiment,random_forest,3,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5080280592897873,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
weighted_sentiment,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5074571816979815,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
weighted_sentiment,xgboost,3,"{""model__max_depth"": 3, ""model__n_estimators"": 100}",0.5065240798948281,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
weighted_sentiment,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 7, ""model__subsample_freq"": 1}",0.5087474209295952,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
relative_features,logistic_regression,3,"{""model__C"": 10.0}",0.5071322070654264,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
relative_features,random_forest,3,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}",0.5090101566334074,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
relative_features,hist_gradient_boosting,3,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5156150251989401,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
relative_features,xgboost,3,"{""model__max_depth"": 3, ""model__n_estimators"": 100}",0.5062620902196285,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
relative_features,lightgbm,3,"{""model__n_estimators"": 100, ""model__num_leaves"": 15, ""model__subsample_freq"": 1}",0.5123046061986014,10316,736,2025-04-03,2025-04-04,2025-04-07,2025-12-29
