dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
hybrid,lightgbm,tuned_fixed_0_5,global,0.5045207956600362,0.5456273764258555,0.4815436241610738,0.5115864527629234,0.5118650480326359,542,478,618,574,
hybrid,lightgbm,tuned_fixed_0_5,ticker,0.5009041591320073,0.5344352617079889,0.6445182724252492,0.5843373493975904,0.482281284606866,83,169,107,194,AAPL
hybrid,lightgbm,tuned_fixed_0_5,ticker,0.484629294755877,0.5798319327731093,0.22697368421052633,0.3262411347517731,0.5229734728387233,199,50,235,69,MSFT
hybrid,lightgbm,tuned_fixed_0_5,ticker,0.5262206148282098,0.58203125,0.4901315789473684,0.5321428571428571,0.5508481293595434,142,107,155,149,NVDA
hybrid,lightgbm,tuned_fixed_0_5,ticker,0.5063291139240507,0.5159235668789809,0.5724381625441696,0.542713567839196,0.5072241853160582,118,152,121,162,TSLA
