dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
lagged_hybrid,hist_gradient_boosting,tuned_fixed_0_5,global,0.4972875226039783,0.5346620450606586,0.5176174496644296,0.526001705029838,0.4957140742202921,483,537,575,617,
lagged_hybrid,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.4936708860759494,0.5277044854881267,0.6644518272425249,0.5882352941176471,0.45347518852502244,73,179,101,200,AAPL
lagged_hybrid,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.4972875226039783,0.5698924731182796,0.34868421052631576,0.4326530612244898,0.5186535616148806,169,80,198,106,MSFT
lagged_hybrid,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.49547920433996384,0.5468164794007491,0.48026315789473684,0.51138353765324,0.5086134009723103,128,121,158,146,NVDA
lagged_hybrid,hist_gradient_boosting,tuned_fixed_0_5,ticker,0.5027124773960217,0.5124223602484472,0.5830388692579506,0.5454545454545454,0.5059154560921345,113,157,118,165,TSLA
