dataset_type,model_name,model_variant,scope,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,group
hybrid,lightgbm,tuned_optimized_threshold,global,0.5226039783001808,0.5434227330779055,0.7139261744966443,0.6171138506163887,0.5118650480326359,305,715,341,851,
hybrid,lightgbm,tuned_optimized_threshold,ticker,0.5189873417721519,0.5360824742268041,0.8637873754152824,0.6615776081424937,0.482281284606866,27,225,41,260,AAPL
hybrid,lightgbm,tuned_optimized_threshold,ticker,0.5099457504520796,0.5720524017467249,0.4309210526315789,0.4915572232645403,0.5229734728387233,151,98,173,131,MSFT
hybrid,lightgbm,tuned_optimized_threshold,ticker,0.5515370705244123,0.5676328502415459,0.7730263157894737,0.6545961002785515,0.5508481293595434,70,179,69,235,NVDA
hybrid,lightgbm,tuned_optimized_threshold,ticker,0.5099457504520796,0.5136986301369864,0.7950530035335689,0.624133148404993,0.5072241853160582,57,213,58,225,TSLA
