ticker,trading_date,sentiment_mean,sentiment_median,sentiment_min,sentiment_max,news_count,non_trading_news_count,negative_news_count,neutral_news_count,positive_news_count,positive_news_ratio,negative_news_ratio,neutral_news_ratio
MSFT,2015-07-27,0.344327,0.344327,0.344327,0.344327,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-07-28,0.009027,0.009027,0.009027,0.009027,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-07-29,0.3458615,0.3458615,0.255295,0.436428,2,0,0,0,2,1.0,0.0,0.0
MSFT,2015-07-30,0.339008,0.339008,0.339008,0.339008,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-03,0.221032,0.221032,0.221032,0.221032,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-06,0.136387,0.136387,0.136387,0.136387,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-08-12,0.538961,0.538961,0.538961,0.538961,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-18,0.320825,0.320825,0.320825,0.320825,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-19,0.247556,0.247556,0.247556,0.247556,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-20,0.077158,0.077158,0.014518,0.139798,2,0,0,2,0,0.0,0.0,1.0
MSFT,2015-08-21,0.341247,0.341247,0.341247,0.341247,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-24,0.214154,0.214154,0.214154,0.214154,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-27,0.432608,0.432608,0.432608,0.432608,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-08-31,0.3496855,0.3496855,0.233817,0.465554,2,0,0,0,2,1.0,0.0,0.0
MSFT,2015-09-02,0.473372,0.473372,0.473372,0.473372,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-09-09,0.201368,0.201368,0.201368,0.201368,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-09-10,0.233296,0.233296,0.233296,0.233296,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-09-15,0.108637,0.108637,0.108637,0.108637,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-09-16,0.214141,0.214141,0.214141,0.214141,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-09-25,0.451391,0.451391,0.451391,0.451391,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-10-01,0.302035,0.302035,0.302035,0.302035,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-10-02,0.117471,0.117471,0.117471,0.117471,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-10-05,0.076333,0.076333,0.076333,0.076333,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-10-13,0.12329,0.12329,0.12329,0.12329,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-10-19,0.101234,0.101234,0.101234,0.101234,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-10-21,0.204338,0.204338,0.204338,0.204338,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-10-23,0.325901,0.325901,0.325901,0.325901,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-10-26,0.285353,0.285353,0.285353,0.285353,1,1,0,0,1,1.0,0.0,0.0
MSFT,2015-10-28,-0.113922,-0.113922,-0.113922,-0.113922,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-10-30,0.028629,0.028629,0.028629,0.028629,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-11-02,0.08353000000000001,0.08353000000000001,-0.149018,0.316078,2,0,0,1,1,0.5,0.0,0.5
MSFT,2015-11-03,0.141746,0.141746,0.139861,0.143631,2,0,0,2,0,0.0,0.0,1.0
MSFT,2015-11-16,0.19063733333333333,0.137775,0.10293,0.331207,3,1,0,2,1,0.3333333333333333,0.0,0.6666666666666666
MSFT,2015-11-18,0.493789,0.493789,0.493789,0.493789,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-11-19,0.319925,0.319925,0.319925,0.319925,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-11-24,0.291423,0.291423,0.237415,0.345431,2,0,0,0,2,1.0,0.0,0.0
MSFT,2015-12-02,0.302443,0.302443,0.302443,0.302443,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-12-07,0.34694,0.34694,0.34694,0.34694,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-12-08,0.145475,0.145475,0.145475,0.145475,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-12-10,0.1367,0.1367,0.1367,0.1367,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-12-11,0.210543,0.210543,0.210543,0.210543,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-12-14,0.01885,0.01885,0.01885,0.01885,1,1,0,1,0,0.0,0.0,1.0
MSFT,2015-12-18,0.138311,0.138311,0.138311,0.138311,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-12-21,0.130875,0.130875,0.130875,0.130875,1,0,0,1,0,0.0,0.0,1.0
MSFT,2015-12-28,0.404452,0.404452,0.404452,0.404452,1,0,0,0,1,1.0,0.0,0.0
MSFT,2015-12-30,0.056254,0.056254,0.056254,0.056254,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-01-04,0.216871,0.216871,0.216871,0.216871,1,1,0,0,1,1.0,0.0,0.0
MSFT,2016-01-05,0.426314,0.426314,0.426314,0.426314,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-01-08,0.308488,0.308488,0.308488,0.308488,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-01-11,0.288814,0.288814,0.288814,0.288814,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-01-12,0.291693,0.291693,0.291693,0.291693,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-01-19,0.2276065,0.2276065,0.119002,0.336211,2,2,0,1,1,0.5,0.0,0.5
MSFT,2016-01-20,0.119808,0.119808,0.119808,0.119808,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-01-22,0.103096,0.103096,0.103096,0.103096,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-01-25,0.146431,0.146431,0.146431,0.146431,1,1,0,1,0,0.0,0.0,1.0
MSFT,2016-01-27,0.238499,0.238499,0.238499,0.238499,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-01-29,0.132787,0.132787,0.132787,0.132787,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-02-01,0.419608,0.419608,0.297924,0.541292,2,2,0,0,2,1.0,0.0,0.0
MSFT,2016-02-02,0.105627,0.105627,0.105627,0.105627,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-02-05,0.114599,0.114599,0.114599,0.114599,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-02-12,0.348971,0.348971,0.348971,0.348971,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-02-16,0.733959,0.733959,0.733959,0.733959,1,1,0,0,1,1.0,0.0,0.0
MSFT,2016-02-19,0.294876,0.294876,0.294876,0.294876,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-02-22,-0.255543,-0.255543,-0.255543,-0.255543,1,1,1,0,0,0.0,1.0,0.0
MSFT,2016-02-26,0.17283949999999998,0.17283949999999998,0.111979,0.2337,2,0,0,1,1,0.5,0.0,0.5
MSFT,2016-02-29,0.2161965,0.2161965,0.215047,0.217346,2,1,0,0,2,1.0,0.0,0.0
MSFT,2016-03-01,0.19337233333333334,0.147765,0.10516,0.327192,3,0,0,2,1,0.3333333333333333,0.0,0.6666666666666666
MSFT,2016-03-04,0.117046,0.117046,0.117046,0.117046,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-03-07,0.146015,0.146015,0.146015,0.146015,1,1,0,1,0,0.0,0.0,1.0
MSFT,2016-03-17,0.1758465,0.1758465,-0.119921,0.471614,2,0,0,1,1,0.5,0.0,0.5
MSFT,2016-03-23,0.329182,0.329182,0.329182,0.329182,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-03-24,0.244774,0.244774,0.103236,0.386312,2,0,0,1,1,0.5,0.0,0.5
MSFT,2016-03-29,0.235489,0.235489,0.235489,0.235489,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-03-30,0.236668,0.236668,0.236668,0.236668,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-03-31,0.129618,0.129618,0.129618,0.129618,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-04-01,0.124579,0.124579,0.124579,0.124579,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-04-05,0.116448,0.116448,-0.114417,0.347313,2,0,0,1,1,0.5,0.0,0.5
MSFT,2016-04-07,0.064208,0.064208,0.003552,0.124864,2,0,0,2,0,0.0,0.0,1.0
MSFT,2016-04-11,-0.06274,-0.06274,-0.06274,-0.06274,1,1,0,1,0,0.0,0.0,1.0
MSFT,2016-04-12,0.293252,0.293252,0.293252,0.293252,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-04-13,0.705012,0.705012,0.705012,0.705012,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-04-14,0.110454,0.110454,0.110454,0.110454,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-04-18,0.0030514999999999987,0.0030514999999999987,-0.101094,0.107197,2,0,0,2,0,0.0,0.0,1.0
MSFT,2016-04-20,0.012553,0.012553,0.012553,0.012553,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-04-22,0.329708,0.329708,0.329708,0.329708,1,0,0,0,1,1.0,0.0,0.0
MSFT,2016-04-27,-0.133488,-0.133488,-0.133488,-0.133488,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-04-29,0.129181,0.129181,0.129181,0.129181,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-05-02,0.117317,0.117317,0.117317,0.117317,1,0,0,1,0,0.0,0.0,1.0
MSFT,2016-05-03,0.23023500000000002,0.23023500000000002,0.146431,0.314039,2,0,0,1,1,0.5,0.0,0.5
MSFT,2016-05-04,0.3662975,0.3662975,0.311196,0.421399,2,0,0,0,2,1.0,0.0,0.0
