ticker,trading_date,sentiment_mean,sentiment_median,sentiment_min,sentiment_max,news_count,non_trading_news_count,negative_news_count,neutral_news_count,positive_news_count,positive_news_ratio,negative_news_ratio,neutral_news_ratio
AAPL,2015-06-17,0.339045,0.339045,0.339045,0.339045,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-06-23,0.42920566666666665,0.42903,0.349384,0.509203,3,0,0,0,3,1.0,0.0,0.0
AAPL,2015-06-24,0.303086,0.303086,0.303086,0.303086,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-06-25,0.279778,0.279778,0.279778,0.279778,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-07-02,0.331849,0.331849,0.331849,0.331849,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-07-09,0.11685,0.11685,0.11685,0.11685,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-07-15,-0.112796,-0.112796,-0.112796,-0.112796,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-07-16,0.149771,0.149771,0.149771,0.149771,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-07-17,0.344064,0.344064,0.344064,0.344064,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-07-20,0.130435,0.130435,0.113395,0.147475,2,0,0,2,0,0.0,0.0,1.0
AAPL,2015-07-21,0.02269950000000001,0.02269950000000001,-0.339338,0.384737,2,0,1,0,1,0.5,0.5,0.0
AAPL,2015-07-27,0.105944,0.105944,0.105944,0.105944,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-07-29,0.333963,0.333963,0.333963,0.333963,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-07-30,0.384429,0.384429,0.384429,0.384429,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-08-03,0.144013,0.144013,0.144013,0.144013,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-08-05,0.416303,0.416303,0.416303,0.416303,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-08-12,0.347428,0.347428,0.347428,0.347428,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-08-24,-0.0606805,-0.0606805,-0.423111,0.30175,2,0,1,0,1,0.5,0.5,0.0
AAPL,2015-08-25,-0.229232,-0.229232,-0.229232,-0.229232,1,0,1,0,0,0.0,1.0,0.0
AAPL,2015-08-26,-0.011037500000000006,-0.011037500000000006,-0.343236,0.321161,2,0,1,0,1,0.5,0.5,0.0
AAPL,2015-08-27,0.1288335,0.1288335,0.108914,0.148753,2,0,0,2,0,0.0,0.0,1.0
AAPL,2015-08-28,0.320669,0.320669,0.320669,0.320669,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-08-31,-0.439438,-0.439438,-0.439438,-0.439438,1,0,1,0,0,0.0,1.0,0.0
AAPL,2015-09-01,0.272448,0.272448,0.272448,0.272448,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-09-03,-0.148304,-0.148304,-0.148304,-0.148304,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-09-04,0.1252,0.1252,0.1252,0.1252,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-09-08,0.110669,0.110669,0.110669,0.110669,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-09-09,-0.008558499999999997,-0.008558499999999997,-0.118738,0.101621,2,0,0,2,0,0.0,0.0,1.0
AAPL,2015-09-11,0.1763035,0.1763035,0.142765,0.209842,2,0,0,1,1,0.5,0.0,0.5
AAPL,2015-09-14,0.317058,0.317058,0.317058,0.317058,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-09-17,-0.407369,-0.407369,-0.407369,-0.407369,1,0,1,0,0,0.0,1.0,0.0
AAPL,2015-09-21,-0.3413455,-0.32156850000000003,-0.447245,-0.275,4,1,4,0,0,0.0,1.0,0.0
AAPL,2015-09-22,0.348137,0.348137,0.348137,0.348137,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-09-25,0.38355,0.38355,0.38355,0.38355,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-09-28,0.16057466666666667,0.123731,0.118059,0.239934,3,0,0,2,1,0.3333333333333333,0.0,0.6666666666666666
AAPL,2015-09-29,0.227055,0.227055,0.227055,0.227055,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-10-01,-0.321176,-0.321176,-0.321176,-0.321176,1,0,1,0,0,0.0,1.0,0.0
AAPL,2015-10-05,0.080317,0.080317,0.080317,0.080317,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-10-07,0.102397,0.102397,0.102397,0.102397,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-10-09,0.121537,0.121537,0.121537,0.121537,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-10-13,0.148019,0.148019,0.148019,0.148019,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-10-19,0.123763,0.123763,0.123763,0.123763,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-10-26,0.17358600000000002,0.17358600000000002,-0.11171,0.458882,2,1,0,1,1,0.5,0.0,0.5
AAPL,2015-10-28,0.113833,0.113833,0.113833,0.113833,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-10-29,0.348901,0.348901,0.348901,0.348901,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-11-02,0.125434,0.125434,0.125434,0.125434,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-03,0.10994,0.10994,0.10994,0.10994,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-04,0.11449,0.11449,0.11449,0.11449,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-10,0.146694,0.146694,0.146694,0.146694,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-16,0.10139,0.10139,0.10139,0.10139,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-17,0.117163,0.117163,0.117163,0.117163,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-18,0.207376,0.207376,0.207376,0.207376,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-11-19,0.118749,0.118749,0.118749,0.118749,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-11-24,0.415968,0.415968,0.415968,0.415968,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-12-03,0.122615,0.122615,0.122615,0.122615,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-12-07,0.3214395,0.3214395,0.302362,0.340517,2,0,0,0,2,1.0,0.0,0.0
AAPL,2015-12-09,0.2555375,0.2555375,0.090733,0.420342,2,0,0,1,1,0.5,0.0,0.5
AAPL,2015-12-10,0.072286,0.135308,-0.242879,0.324429,3,0,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
AAPL,2015-12-11,0.132951,0.132951,0.132951,0.132951,1,0,0,1,0,0.0,0.0,1.0
AAPL,2015-12-17,0.233345,0.233345,0.233345,0.233345,1,0,0,0,1,1.0,0.0,0.0
AAPL,2015-12-30,0.227309,0.227309,0.227309,0.227309,1,0,0,0,1,1.0,0.0,0.0
AAPL,2016-01-04,0.16203340000000002,0.125695,0.023702,0.335685,5,2,0,3,2,0.4,0.0,0.6
AAPL,2016-01-05,0.4284805,0.4284805,0.30952,0.547441,2,0,0,0,2,1.0,0.0,0.0
AAPL,2016-01-06,0.11937900000000001,0.11937900000000001,0.117942,0.120816,2,0,0,2,0,0.0,0.0,1.0
AAPL,2016-01-07,0.422626,0.422626,0.422626,0.422626,1,0,0,0,1,1.0,0.0,0.0
