approach,reference,dataset_type,model_name,outer_fold,window_years,train_start,train_end,train_target_end,train_rows,valid_start,valid_end,valid_rows,features,params
drop_news_abs_sentiment,enhanced,hybrid,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_news_abs_sentiment,enhanced,lag_1,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__C"": 10.0}"
drop_news_abs_sentiment,enhanced,lag_1,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_abs_sentiment,enhanced,lag_1,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_sentiment_surprise_20,enhanced,hybrid,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__C"": 0.1}"
drop_sentiment_surprise_20,enhanced,hybrid,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_surprise_20,enhanced,hybrid,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_sentiment_surprise_20,enhanced,lag_1,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__C"": 0.1}"
drop_sentiment_surprise_20,enhanced,lag_1,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_surprise_20,enhanced,lag_1,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_sentiment_surprise_20,enhanced,hybrid,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__C"": 0.1}"
drop_sentiment_surprise_20,enhanced,hybrid,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_surprise_20,enhanced,hybrid,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_sentiment_surprise_20,enhanced,lag_1,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__C"": 0.1}"
drop_sentiment_surprise_20,enhanced,lag_1,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_surprise_20,enhanced,lag_1,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_sentiment_surprise_20,enhanced,hybrid,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__C"": 0.1}"
drop_sentiment_surprise_20,enhanced,hybrid,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_surprise_20,enhanced,hybrid,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_sentiment_surprise_20,enhanced,lag_1,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__C"": 10.0}"
drop_sentiment_surprise_20,enhanced,lag_1,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_surprise_20,enhanced,lag_1,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_sentiment_history_ready,enhanced,hybrid,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__C"": 0.1}"
drop_sentiment_history_ready,enhanced,hybrid,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_history_ready,enhanced,hybrid,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_sentiment_history_ready,enhanced,lag_1,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__C"": 0.1}"
drop_sentiment_history_ready,enhanced,lag_1,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_history_ready,enhanced,lag_1,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_sentiment_history_ready,enhanced,hybrid,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__C"": 0.1}"
drop_sentiment_history_ready,enhanced,hybrid,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_history_ready,enhanced,hybrid,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_sentiment_history_ready,enhanced,lag_1,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__C"": 0.1}"
drop_sentiment_history_ready,enhanced,lag_1,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_history_ready,enhanced,lag_1,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_sentiment_history_ready,enhanced,hybrid,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__C"": 0.1}"
drop_sentiment_history_ready,enhanced,hybrid,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_history_ready,enhanced,hybrid,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_sentiment_history_ready,enhanced,lag_1,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__C"": 10.0}"
drop_sentiment_history_ready,enhanced,lag_1,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_sentiment_history_ready,enhanced,lag_1,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_news_log_surprise_20,enhanced,hybrid,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__C"": 0.1}"
drop_news_log_surprise_20,enhanced,hybrid,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_log_surprise_20,enhanced,hybrid,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_news_log_surprise_20,enhanced,lag_1,logistic_regression,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__C"": 0.1}"
drop_news_log_surprise_20,enhanced,lag_1,random_forest,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_log_surprise_20,enhanced,lag_1,hist_gradient_boosting,1,all,2015-01-02,2023-10-12,2023-10-13,8840,2023-10-16,2024-07-11,740,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_news_log_surprise_20,enhanced,hybrid,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__C"": 0.1}"
drop_news_log_surprise_20,enhanced,hybrid,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_log_surprise_20,enhanced,hybrid,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_news_log_surprise_20,enhanced,lag_1,logistic_regression,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__C"": 0.1}"
drop_news_log_surprise_20,enhanced,lag_1,random_forest,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_log_surprise_20,enhanced,lag_1,hist_gradient_boosting,2,all,2015-01-02,2024-07-10,2024-07-11,9580,2024-07-12,2025-04-04,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}"
drop_news_log_surprise_20,enhanced,hybrid,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__C"": 0.1}"
drop_news_log_surprise_20,enhanced,hybrid,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_log_surprise_20,enhanced,hybrid,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,26,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
drop_news_log_surprise_20,enhanced,lag_1,logistic_regression,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__C"": 10.0}"
drop_news_log_surprise_20,enhanced,lag_1,random_forest,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__max_depth"": 4, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 100}"
drop_news_log_surprise_20,enhanced,lag_1,hist_gradient_boosting,3,all,2015-01-02,2025-04-03,2025-04-04,10316,2025-04-07,2025-12-29,736,32,"{""model__early_stopping"": false, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}"
