scope,accuracy,precision,recall,f1,balanced_accuracy,f1_macro,mcc,roc_auc,tn,fp,fn,tp,group,approach,dataset_type,model_name,ticker
outer_fold,0.4782608695652174,0.525,0.42,0.4666666666666667,0.4838095238095238,0.47801418439716314,-0.03253625759991549,0.4898809523809524,46,38,58,42,3.0,add_news_abs_sentiment,hybrid,logistic_regression,TSLA
global,0.5081374321880651,0.5347721822541966,0.7408637873754153,0.6211699164345403,0.4855112587670727,0.4600694942997444,-0.033512489292290455,0.48025101513473606,58,194,78,223,,add_news_abs_sentiment,hybrid,random_forest,AAPL
outer_fold,0.5459459459459459,0.5471698113207547,0.8787878787878788,0.6744186046511628,0.5207892882311487,0.4622093023255814,0.059669335713520476,0.4913084331688983,14,72,12,87,1.0,add_news_abs_sentiment,hybrid,random_forest,AAPL
outer_fold,0.47282608695652173,0.512987012987013,0.7821782178217822,0.6196078431372549,0.43928187999522844,0.3806003817456186,-0.16357881477378247,0.4365978766551354,8,75,22,79,2.0,add_news_abs_sentiment,hybrid,random_forest,AAPL
outer_fold,0.5054347826086957,0.5480769230769231,0.5643564356435643,0.5560975609756098,0.4990456877013002,0.4989076761933264,-0.0019158371324504494,0.5056662292735299,36,47,44,57,3.0,add_news_abs_sentiment,hybrid,random_forest,AAPL
global,0.5298372513562387,0.5635838150289018,0.6414473684210527,0.6,0.5175108328049038,0.5149122807017543,0.03600394090953886,0.5088115620376241,98,151,109,195,,add_news_abs_sentiment,hybrid,random_forest,MSFT
outer_fold,0.5027027027027027,0.5528455284552846,0.6476190476190476,0.5964912280701754,0.4800595238095238,0.4743019520632567,-0.04185590759662043,0.4680952380952381,25,55,37,68,1.0,add_news_abs_sentiment,hybrid,random_forest,MSFT
outer_fold,0.4945652173913043,0.5073529411764706,0.7263157894736842,0.5974025974025974,0.4867534003548196,0.45928524030713813,-0.03015095964984358,0.4805440567711413,22,67,26,69,2.0,add_news_abs_sentiment,hybrid,random_forest,MSFT
outer_fold,0.592391304347826,0.6666666666666666,0.5576923076923077,0.6073298429319371,0.5975961538461538,0.5918005146863076,0.19381119901014476,0.6042067307692307,51,29,46,58,3.0,add_news_abs_sentiment,hybrid,random_forest,MSFT
global,0.5443037974683544,0.5909090909090909,0.555921052631579,0.5728813559322034,0.543020767279645,0.5422546314544738,0.08566550227233657,0.574719932361023,132,117,135,169,,add_news_abs_sentiment,hybrid,random_forest,NVDA
outer_fold,0.5243243243243243,0.591304347826087,0.6238532110091743,0.6071428571428571,0.5027160791887977,0.5022015655577299,0.005510544685591394,0.5546837276677934,29,47,41,68,1.0,add_news_abs_sentiment,hybrid,random_forest,NVDA
