ticker,source_domain,rows
MSFT,American Physical Society,1
MSFT,Amgen,1
MSFT,Ammon News,1
MSFT,Analytics India Magazine,8
MSFT,Analytics Insight,10
MSFT,AndNowUKnow,1
MSFT,Android Authority,3
MSFT,Android Central,2
MSFT,Android Police,3
MSFT,Animation Magazine,1
MSFT,Animation World Network,1
MSFT,Anime Superhero News,1
MSFT,Anthropic,1
MSFT,App Trigger,1
MSFT,Apparel Resources,1
MSFT,Apple,2
MSFT,Apple Machine Learning Research,1
MSFT,Apple Security Research,1
MSFT,AppleInsider,5
MSFT,Appuals,2
MSFT,Arab News,1
MSFT,Arabian Business,1
MSFT,Arabian Gulf Business Insight | AGBI,1
MSFT,Archinect,1
MSFT,ArenaEV,1
MSFT,Arise News,1
MSFT,Arkansas Advocate,1
MSFT,Arkansas Business,1
MSFT,Arm Newsroom,2
MSFT,Arqit Quantum Inc. (ARQQ),2
MSFT,Ars Technica,2
MSFT,Artemis.bm,1
MSFT,As You Sow,6
MSFT,Asana,2
MSFT,Asharq Al-awsat - English,3
MSFT,Asia Business Outlook,2
MSFT,Asia Financial,1
MSFT,Asia Pacific Security Magazine,1
MSFT,Asianet Newsable,11
MSFT,AskMoney.com,1
MSFT,AskTraders.com,6
MSFT,Associated Press News,1
MSFT,Athletech News,1
MSFT,Atlanta Jewish Times,1
MSFT,Atos,1
MSFT,Atrium AI,1
MSFT,Auganix.org,3
MSFT,Austin American-Statesman,1
MSFT,Australian Broadcasting Corporation,1
MSFT,Australian Cyber Security Magazine,1
MSFT,Autobody News,1
MSFT,Autocar Professional,1
MSFT,Autodesk,15
MSFT,Automotive News,1
MSFT,Avionics International,1
MSFT,Axios,10
MSFT,Azat TV,4
MSFT,AzerNews,3
MSFT,BBC,15
MSFT,BBN Times,1
MSFT,BBVA,2
MSFT,BIC Magazine,1
MSFT,BM.GE,1
MSFT,BNN Bloomberg,18
MSFT,BNY,4
MSFT,BNamericas,5
MSFT,BOSS Publishing,1
MSFT,BW Businessworld,2
MSFT,BW Disrupt,1
MSFT,Babson College,1
MSFT,Baker Hughes,1
MSFT,Baker Institute,1
MSFT,BakeryAndSnacks.com,1
MSFT,Ball,1
MSFT,BananaIP,1
MSFT,Bancolombia,1
MSFT,Bandwagon,1
MSFT,Bangkok Post,1
MSFT,Bank Info Security,2
MSFT,Banking Dive,5
MSFT,Banyan Hill Publishing,1
MSFT,Barchart.com,26
MSFT,Barclays Investment Bank,3
MSFT,Barclays Private Bank,1
MSFT,Barrie 360,1
MSFT,Barron's,30
MSFT,Basic Tutorials,1
MSFT,Batam News Asia,1
MSFT,Baystreet.ca,1
MSFT,BeBeez International,2
MSFT,BeInCrypto,1
MSFT,Bedford Today,1
MSFT,Beebom,2
MSFT,Benefits Canada.com,1
MSFT,Benzie County Record Patriot,1
MSFT,Benzinga,76
MSFT,Bergen Record,1
MSFT,Bernews,1
MSFT,Bessemer Venture Partners,1
MSFT,Best Buy,1
MSFT,Best ETFs,1
MSFT,BetaKit,3
MSFT,BetaNews,7
MSFT,Betabeat,1
MSFT,Beth Kindig – Medium,1
MSFT,Bhaskar English,1
MSFT,Big News Network.com,1
MSFT,Binance,1
MSFT,BioCentury,1
MSFT,BioSpace,3
MSFT,BioSpectrum Asia,2
MSFT,Biography,1
MSFT,Biometric Update,1
MSFT,Bisinfotech,1
MSFT,Bisnow,2
MSFT,Bitcoin Magazine,3
MSFT,Bitcoin.com News,2
MSFT,Bitcoinsensus,1
MSFT,Bitdefender,2
MSFT,Bitfarms,1
MSFT,Bitget,10
MSFT,Bitwise,1
MSFT,BizTech Magazine,2
MSFT,BizTimes - Milwaukee Business News,5
MSFT,BizWest,1
MSFT,BizzBuzz,1
MSFT,BlackBerry Blog,1
MSFT,BlackPast.org,1
MSFT,Blackstone,3
MSFT,Bleeding Cool News,1
MSFT,BleepingComputer,19
MSFT,Blockchain Council,1
MSFT,Blockchain News,17
MSFT,Blockonomi,7
MSFT,Blocks and Files,10
MSFT,Blockworks,3
MSFT,Blogger.com,1
MSFT,Blooloop,2
MSFT,Bloomberg,2
MSFT,Bloomberg Law News,9
MSFT,Bloomberg Línea,1
MSFT,Bloomberg.com,71
MSFT,Blueprint Magazine,1
MSFT,Bobsguide,1
MSFT,Boeing Newsroom,1
MSFT,Boing Boing,4
MSFT,BornCity,1
MSFT,Boston Agent Magazine,1
MSFT,Boston Consulting Group,1
MSFT,Bowen Island Undercurrent,1
MSFT,Boxoffice Pro,1
MSFT,Brand Innovators,2
MSFT,Brand Spur,1
MSFT,Branding in Asia,3
MSFT,Brasil de Fato,1
MSFT,Bridgestone Americas,1
MSFT,Britannica,3
MSFT,Broadband Breakfast,2
MSFT,Broadcom,4
MSFT,Brown & Brown,1
MSFT,Bryan Alexander,1
MSFT,Buenos Aires Times,2
MSFT,Builder Magazine,1
MSFT,Built In,4
MSFT,Built In Austin,1
MSFT,Built In Chicago,1
MSFT,Bullish,1
MSFT,Business Chief,2
MSFT,Business Day,1
MSFT,Business Insider,15
MSFT,Business Insider Africa,1
MSFT,Business Matters,2
MSFT,Business Model Analyst,2
MSFT,Business News Daily,1
MSFT,Business Observer,1
MSFT,Business Outreach Magazine,1
MSFT,Business Post,3
MSFT,Business Record,1
MSFT,Business Recorder,1
MSFT,Business Standard,23
MSFT,Business Strategy Hub,6
MSFT,Business Tech,2
MSFT,Business Today,3
MSFT,Business Upturn,6
MSFT,Business Wire,135
MSFT,Business in Vancouver,7
MSFT,Business.com,1
MSFT,BusinessCloud,1
MSFT,BusinessLine,11
MSFT,BusinessToday Malaysia,3
MSFT,Businessday NG,1
MSFT,Businesskorea,7
MSFT,BuzzFeed News,1
MSFT,Börse Express,2
MSFT,Börse Global,1
MSFT,C3 AI,26
MSFT,C4ISRNet,2
MSFT,CBC,2
MSFT,CBIZ,9
MSFT,CBS 42,1
MSFT,CBS News,10
MSFT,CDO Magazine,1
MSFT,CDOTrends,1
MSFT,CDRLabs.com,1
MSFT,CEPro,1
MSFT,CFO Dive,10
MSFT,CFO.com,5
MSFT,CGEP,1
MSFT,CGTN,1
MSFT,CHS Inc.,2
MSFT,CIO,18
MSFT,CIO Africa,2
MSFT,CIO Dive,37
MSFT,CIO UK,1
MSFT,CISA (.gov),2
MSFT,CISO Mag,1
MSFT,CISO Series,1
MSFT,CMC Markets,11
MSFT,CME Group,1
MSFT,CMSWire,3
MSFT,CMoney,2
MSFT,CNA,4
MSFT,CNBC,183
MSFT,CNBC Indonesia,1
MSFT,CNBC TV18,4
MSFT,CNET,4
MSFT,CNN,7
MSFT,CNN Brasil,1
MSFT,CNX Software,2
MSFT,CP24,1
MSFT,CPA Practice Advisor,1
MSFT,CPO Magazine,1
MSFT,CPR - Check Point Research,1
MSFT,CRN,50
MSFT,CRN Magazine,41
MSFT,CRN UK,1
MSFT,CSO Online,4
MSFT,CSP Daily News,4
MSFT,CStore Decisions,1
MSFT,CTOL Digital Solutions,1
MSFT,CTech,26
MSFT,CX Today,25
MSFT,CXO Digitalpulse,1
MSFT,CXOToday.com,3
MSFT,CYFIRMA,1
MSFT,Cabot Wealth Network,1
MSFT,Caixin Global,3
MSFT,Campaign,1
MSFT,Campaign Asia,1
MSFT,Campaign Middle East,2
MSFT,Campus Technology,2
MSFT,Canadian HR Reporter,2
MSFT,Canadian Lawyer Mag,3
MSFT,Canadian Manufacturing,1
MSFT,Canadian Mining Journal,1
MSFT,Canadian Underwriter,1
MSFT,Cantech Letter,4
MSFT,Canton Repository,1
MSFT,Capacity Media,1
MSFT,Capgemini,1
MSFT,Capital Brief,2
MSFT,Capital Market,1
MSFT,Capital.com,9
MSFT,CaptainAltcoin,1
MSFT,Captive International,1
MSFT,Carbon Herald,1
MSFT,CarbonCredits.com,6
MSFT,Carleton University,1
MSFT,Carnegie Mellon University,1
MSFT,Carrier Management,1
MSFT,Castanet,2
MSFT,"Catawba County, North Carolina (.gov)",1
MSFT,Caterpillar Inc,1
MSFT,Cboe Global Markets,2
MSFT,CediRates,1
MSFT,Celebrity Net Worth,1
MSFT,Centers for Disease Control and Prevention | CDC (.gov),1
MSFT,Chain Store Age,10
MSFT,Channel 3000,1
MSFT,Channel Africa,1
MSFT,Channel Daily News,2
MSFT,Channel Dive,1
MSFT,Channel Futures,10
MSFT,Channel News,2
MSFT,ChannelE2E,24
MSFT,ChannelLife Australia,1
MSFT,ChannelLife New Zealand,3
MSFT,Channelweb,1
MSFT,Charlotte Observer,1
MSFT,Check Point Blog,14
MSFT,Check Point Research,3
MSFT,Check Point Software,10
MSFT,Chegg,1
MSFT,Chevron,1
MSFT,Chicago Agent Magazine,1
MSFT,Chief Investment Officer,2
MSFT,ChiefExecutive.net,1
MSFT,China Daily,5
MSFT,China Daily - Global Edition,1
MSFT,Chosun Biz,5
MSFT,Chron,2
MSFT,Chronicle Live,1
MSFT,Chócale,1
MSFT,CineD,1
MSFT,CircleID,2
MSFT,Cisco Blogs,11
MSFT,Cisco Newsroom,5
MSFT,Cisco Systems,2
MSFT,Cisco Talos Blog,3
MSFT,Citigroup,7
MSFT,City of Houston News,1
MSFT,CityNews Halifax,2
MSFT,Cityairnews,1
MSFT,Claims Journal,1
MSFT,Clarin.com,1
MSFT,Class Action Lawsuits,1
MSFT,Cleaning & Maintenance Management,1
MSFT,Cleanroom Technology,1
MSFT,Cloud Native Now,2
MSFT,Cloud Wars,13
MSFT,Cloudflare,4
MSFT,Cloudwards.net,1
MSFT,CoStar,12
MSFT,Coda Story,1
MSFT,Cognizant Technology,1
MSFT,Coin Bureau,1
MSFT,Coin Edition,1
MSFT,CoinCentral,14
MSFT,CoinCodex,7
MSFT,CoinDesk,5
MSFT,CoinMarketCap,2
MSFT,Coinfomania,1
MSFT,Coinpaper,1
MSFT,Coinpedia,3
MSFT,Coinspeaker,1
MSFT,Cointelegraph,1
MSFT,Cointribune,1
MSFT,Collider,2
MSFT,ColombiaOne.com,1
MSFT,Columbia Journalism Review,1
MSFT,Columbia Undergraduate Law Review,1
MSFT,Comcast Corporation,1
MSFT,Comic Book Resources,1
MSFT,Comic Watch,1
MSFT,ComicBook.com,2
MSFT,Comics Beat,1
MSFT,Comics Gaming Magazine,1
MSFT,Commercial Carrier Journal,3
MSFT,Commercial Integrator,1
MSFT,Commercial Observer,1
MSFT,Commercial Search,1
MSFT,CommercialCafe,2
MSFT,CommercialSearch,2
MSFT,Comms Business,1
MSFT,Communications Today,19
MSFT,Community Impact | News,1
MSFT,Comparably,2
MSFT,Compliance Week,1
MSFT,Computer Weekly,20
MSFT,Computerworld,7
MSFT,Computing UK,3
MSFT,Comtech Telecommunications Corp.,1
MSFT,Comunicaffe International,1
MSFT,Conduent,1
MSFT,Congressman Steve Cohen (.gov),1
MSFT,Connect The Watts,1
MSFT,Connecticut Post,1
MSFT,ConocoPhillips,1
MSFT,Constellation Energy,6
MSFT,Constellation Research,11
MSFT,Construction & Property News,1
MSFT,Construction Dive,2
MSFT,Consultancy.asia,1
MSFT,Consultancy.eu,1
MSFT,Consulting.ca,1
MSFT,Consulting.us,2
MSFT,Consumer Electronic News,1
MSFT,Consumer Goods Technology,12
MSFT,ContentGrip,1
MSFT,Contract Pharma,2
MSFT,Contrarian Outlook,3
MSFT,Convenience Store News,2
MSFT,Corporate Compliance Insights,2
MSFT,Corporate Europe Observatory,1
MSFT,Corporate Knights,3
MSFT,Corpus Christi Caller-Times,1
MSFT,Cory Doctorow – Medium,1
MSFT,Courthouse News,1
MSFT,Cox Automotive Inc.,1
MSFT,CozumPark,1
MSFT,Crain's Chicago Business,3
MSFT,Crain's Cleveland Business,2
MSFT,Crain's Detroit Business,1
MSFT,Crain's New York Business,5
MSFT,Creative Bloq,1
MSFT,Creative Salon,1
MSFT,Crew Center,1
MSFT,Crossing Wall Street,1
MSFT,CrowdStrike,2
MSFT,Crowdfund Insider,1
MSFT,Crowell & Moring LLP,1
MSFT,CruiseMapper,1
MSFT,Crypto Economy,1
MSFT,Crypto Reporter,1
MSFT,CryptoDnes.bg,2
MSFT,CryptoRank,4
MSFT,CryptoSlate,2
MSFT,Cryptonews,1
MSFT,Cryptopolitan,10
MSFT,Currently.com,6
MSFT,Curzio Research,1
MSFT,CustomerThink,1
MSFT,Cyber Magazine,2
MSFT,Cyber Press,9
MSFT,Cyber Security News,6
MSFT,CyberInsider,1
MSFT,CyberScoop,10
MSFT,Cybercrime Magazine,1
MSFT,Cybernews,3
MSFT,Cybersecurity Dive,11
MSFT,Cybersecurity Insiders,2
MSFT,Cyprus Mail,1
MSFT,Cyprus Shipping News,1
MSFT,D Magazine,2
MSFT,D-Wave Quantum,2
MSFT,DATAQUEST,1
MSFT,DBS Bank,1
MSFT,DC Rainmaker,1
MSFT,DL News,1
MSFT,DNA India,2
MSFT,DSOGaming,1
MSFT,DW,3
MSFT,DW.com,3
MSFT,DXC Technology,36
MSFT,Daily Breeze,1
MSFT,Daily Energy Insider,2
MSFT,Daily Express,3
MSFT,Daily Express US,1
MSFT,Daily FT,1
MSFT,Daily Hive Vancouver,1
MSFT,Daily Host News,3
MSFT,Daily Investor,2
MSFT,Daily Jang,1
MSFT,Daily Journal,1
MSFT,Daily Mail,5
MSFT,Daily Maverick,1
MSFT,Daily Pioneer,1
MSFT,Daily Sabah,1
MSFT,Daily Times,2
MSFT,DailyForex,1
MSFT,Dallas Innovates,2
MSFT,Dallas News,5
MSFT,Dark Reading,3
MSFT,Dark Reading | Security,3
MSFT,Dark Reading | Security | Protect The Business,1
MSFT,Darktrace,1
MSFT,Data Center Dynamics,42
MSFT,Data Center Frontier,3
MSFT,Data Center Knowledge,15
MSFT,Data Centre Magazine,8
MSFT,DataCenterNews Asia Pacific,2
MSFT,DataReportal – Global Digital Insights,1
MSFT,Databricks,1
MSFT,DatacenterDynamics,11
MSFT,Dataconomy,8
MSFT,Datamation,1
MSFT,Dawn,2
MSFT,Dazeinfo,19
MSFT,Deadline,5
MSFT,Decatur Daily,1
MSFT,Deccan Chronicle,2
MSFT,Deccan Herald,4
MSFT,DecisionMarketing,2
MSFT,Decrypt,7
MSFT,Defense World,81
MSFT,DefenseScoop,1
MSFT,Deloitte,1
MSFT,Democrat and Chronicle,1
MSFT,Deseret News,1
MSFT,Design World,2
MSFT,Design and Development Today,1
MSFT,DesignTAXI Community,2
MSFT,DesignWanted,1
MSFT,Detroit Free Press,6
MSFT,DevOps.com,2
MSFT,Devdiscourse,3
MSFT,Developing Telecoms,1
MSFT,Dexerto,1
MSFT,Dgtl Infra,5
MSFT,Diagnostic and Interventional Cardiology,1
MSFT,Diagnostic and Interventional Cardiology | DAIC,1
MSFT,Diario AS,3
MSFT,Dice,8
MSFT,Digiday,4
MSFT,Diginomica,4
MSFT,Digital Commerce 360,2
MSFT,Digital Health News,1
MSFT,Digital Information World,4
MSFT,Digital Journal,2
MSFT,Digital News Asia,4
MSFT,Digital Transactions,1
MSFT,Digital Trends,3
MSFT,Digital Watch Observatory,6
MSFT,Dignity Memorial,1
MSFT,DirectIndustry e-Magazine,1
MSFT,Direxion,1
MSFT,Discover Lafayette,1
MSFT,Dish,1
MSFT,Display Daily,1
MSFT,Dividend Growth Investor,2
MSFT,Domain Name Wire,2
MSFT,DoublePulsar,1
MSFT,Dr Wealth,4
MSFT,Drop Site News,1
MSFT,Duke Energy | News Center,1
MSFT,Dunya News,1
MSFT,DutchNews.nl,1
MSFT,Dwell,1
MSFT,E&E News by POLITICO,8
MSFT,EBC Financial Group,13
MSFT,EDMTunes,1
MSFT,EE Times,1
MSFT,EE Times Asia,4
MSFT,EE Times Europe,1
MSFT,EEJournal,2
MSFT,EL PAÍS English,2
MSFT,EPAM,24
MSFT,ERP Today,5
MSFT,ESG Dive,1
MSFT,ESG Today,4
MSFT,ET Auto,2
MSFT,ET BrandEquity,1
MSFT,ET CIO,1
MSFT,ET CISO,1
MSFT,ET EnergyWorld,1
MSFT,ET Now,1
MSFT,ET Retail,1
MSFT,ET Telecom,3
MSFT,ETF Database,99
MSFT,ETF Strategy,1
MSFT,ETF Stream,9
MSFT,ETF Trends,144
MSFT,ETF.com,15
MSFT,ETFGI,4
MSFT,ETFdb,1
MSFT,ETHRWorld.com,2
MSFT,ETV Bharat,1
MSFT,East Oregonian,1
MSFT,EcoWatch,1
MSFT,Ecolab,8
MSFT,EconoTimes,1
MSFT,Economy Middle East,1
MSFT,EdTech Innovation Hub,1
MSFT,Edexec,1
MSFT,Edge Industry Review,1
MSFT,Editor and Publisher,1
MSFT,Editorialge,1
MSFT,Editorji,1
MSFT,EducationTimes.com,1
MSFT,El-Balad.com,1
MSFT,Electrek,2
MSFT,ElectroIQ,1
MSFT,Electronic Arts Home Page,4
MSFT,Electronic Frontier Foundation,2
MSFT,Electronic Products & Technology,2
MSFT,Electronics For You BUSINESS,1
MSFT,Electropages,1
MSFT,Elets BFSI,1
MSFT,Elets Technomedia,1
MSFT,Elliott Wave Trader,1
MSFT,Elsevier,1
MSFT,Embry-Riddle Aeronautical University,1
MSFT,Emerj Artificial Intelligence Research,6
MSFT,Emirates24|7,1
MSFT,Employee Benefit News,1
MSFT,Enbridge Inc.,2
MSFT,Endpoints News,1
MSFT,Energized by Edison,1
MSFT,Energy Connects,2
MSFT,Energy Digital Magazine,2
MSFT,Energy and Policy Institute,1
MSFT,Energy-Storage.News,1
MSFT,EnergyNow.com,1
MSFT,Energía Estratégica,1
MSFT,Engadget,11
MSFT,Engineering News-Record,1
MSFT,Engineering.com,4
MSFT,Entergy,1
MSFT,Enterprise Apps Today,1
MSFT,Enterprise Networking Planet,1
MSFT,Enterprise Storage Forum,3
MSFT,Enterprise Times,4
MSFT,Entrepreneur,10
MSFT,Equinor,2
MSFT,Equiti Global,1
MSFT,Equitypandit,1
MSFT,Erin In The Morning,1
MSFT,Esports Insider,5
MSFT,Eurogamer,2
MSFT,Euromoney,2
MSFT,Euronews.com,2
MSFT,European Supermarket Magazine,1
MSFT,Event Horizon | Dustin Gouker,1
MSFT,Evertiq,1
MSFT,Everything USB,1
MSFT,Evrim Ağacı,1
MSFT,ExchangeWire,1
MSFT,ExecutiveBiz,2
MSFT,ExecutiveGov,1
MSFT,Exla Resources,1
MSFT,Expansión,1
MSFT,Expats.cz,1
MSFT,Exploding Topics,1
MSFT,Express Computer,1
MSFT,Express Healthcare,1
MSFT,FA Mag,1
MSFT,FBC News,1
MSFT,FE News,1
MSFT,FF News | Fintech Finance,2
MSFT,FMIBlog,2
MSFT,FOREX.com,13
MSFT,FOX 2 Detroit,1
MSFT,FOX 4 News Dallas-Fort Worth,1
MSFT,FOX 5 Atlanta,1
MSFT,FOX Sports,1
MSFT,FOX16.com,1
MSFT,FSR magazine,1
MSFT,FTI Consulting,15
MSFT,FXEmpire,1
MSFT,Fact Crescendo Sri Lanka,1
MSFT,FactSet Insight,2
MSFT,Faegre Drinker Biddle & Reath LLP,1
MSFT,Family Wealth Report,1
MSFT,FandomWire,1
MSFT,Far Eastern Agriculture,1
MSFT,Farm Progress,1
MSFT,Farmonaut,1
MSFT,Farms.com,1
MSFT,FashionNetwork - The World's Fashion Business News,2
MSFT,Fast Company,32
MSFT,Favikon,2
MSFT,FedEx newsroom,3
MSFT,FedScoop,3
MSFT,Federal News Network,1
MSFT,Fibre2Fashion,1
MSFT,Fierce Biotech,3
MSFT,Fierce Healthcare,5
MSFT,Fierce Network,11
MSFT,FinAi News,1
MSFT,FinTech Futures,3
MSFT,FinTech Magazine,4
MSFT,Finance Magnates,2
MSFT,Finance News Network,1
MSFT,FinanceFeeds,3
MSFT,Financial Executives International,1
MSFT,Financial IT,4
MSFT,Financial Newswire,1
MSFT,Financial Post,4
MSFT,Financial Times,13
MSFT,Financial World,1
MSFT,FinancialContent,115
MSFT,FinancialsTrend,1
MSFT,Financier Worldwide,2
MSFT,Finanztrends,3
MSFT,Finbold,1
MSFT,FindArticles,1
MSFT,Fingerlakes1.com,1
MSFT,Finimize,32
MSFT,Finnomena,3
MSFT,Finovate,1
MSFT,Fintech Leaders | Miguel Armaza,1
MSFT,Finty,1
MSFT,Finviz,160
MSFT,Finviz - Stock Screener,5
MSFT,Firstpost,5
MSFT,Fleet Equipment Magazine,1
MSFT,Flextronics,3
MSFT,FoneArena.com,2
MSFT,Food Dive,2
MSFT,Food On Demand,1
MSFT,FoodEngineeringMag.com,1
MSFT,Fool UK,1
MSFT,For Construction Pros,1
MSFT,Forbes,80
MSFT,Forbes Australia,1
MSFT,Forbes India,2
MSFT,Ford From the Road,2
MSFT,ForkLog,1
MSFT,Forrester,35
MSFT,Fort Collins Country Radio,1
MSFT,Fortum,1
MSFT,Fortune,113
MSFT,Fortune Business Insights,8
MSFT,Fortune India,1
MSFT,Fox 59,2
MSFT,Fox Business,45
MSFT,Fox Corporation,1
MSFT,Fox News,1
MSFT,France 24,1
MSFT,Frankfurt Kurnit Klein & Selz,1
MSFT,Free Press Journal,2
MSFT,Front Office Sports,1
MSFT,Fudzilla.com,1
MSFT,Fujitsu Global,2
MSFT,Fulton County Government (.gov),1
MSFT,Fund Selector Asia,1
MSFT,Funds Europe,1
MSFT,Funds Society,2
MSFT,Future Market Insights,3
MSFT,Future Transport-News,1
MSFT,FutureCIO,3
MSFT,FutureScot,1
MSFT,Futuriom,4
MSFT,Futurism,2
MSFT,G2 Learning Hub,3
MSFT,GAMINGbible,5
MSFT,GB News,5
MSFT,GBHackers News,11
MSFT,GE HealthCare,1
MSFT,GGRAsia,1
MSFT,GIGAZINE,1
MSFT,GM Authority,2
MSFT,GMA Network,1
MSFT,GOBankingRates,1
MSFT,GadgetGuy,1
MSFT,Gadgets 360,4
MSFT,Game Developer,1
MSFT,Game Informer,2
MSFT,Game World Observer,25
MSFT,GameRant,1
MSFT,GameSpot,3
MSFT,Gamereactor,1
MSFT,Gamereactor UK,1
MSFT,GamesBeat,2
MSFT,GamesIndustry.biz,6
MSFT,GamesRadar+,3
MSFT,Gaming Amigos,2
MSFT,GamingBolt,3
MSFT,GamingonPhone,1
MSFT,Gap Inc.,1
MSFT,Garrett - Advancing Motion,1
MSFT,Gartner,55
MSFT,GeekWire,67
MSFT,Geeky Gadgets,1
MSFT,General Electric,2
MSFT,General Motors,1
MSFT,Geo TV,1
MSFT,Geo Week News,1
MSFT,Georgia Recorder,1
MSFT,Gizbot,3
MSFT,Gizchina.com,2
MSFT,Gizmochina,1
MSFT,Gizmodo,6
MSFT,Global AgInvesting,1
MSFT,Global Banking | Finance | Review,1
MSFT,Global Citizen,1
MSFT,Global Corporate Venturing,1
MSFT,Global Finance Magazine,3
MSFT,Global Food Industry News,1
MSFT,Global Initiative against Transnational Organized Crime (GI-TOC),1
MSFT,Global Security Mag Online,1
MSFT,Global South Opportunities,1
MSFT,Global Venturing,3
MSFT,Global X ETFs,18
MSFT,GlobalFoundries,1
MSFT,GlobeNewswire,83
MSFT,Globes - Israel Business News,15
MSFT,GoLocalProv,1
MSFT,Goldman Sachs,2
MSFT,Goldman Sachs Asset Management,3
MSFT,Good Morning America,1
MSFT,Goodnet | Gateway to doing good,1
MSFT,Goodreturns,1
MSFT,Goshen News,1
MSFT,Gotrade,4
MSFT,GovCon Wire,12
MSFT,GovTech,2
MSFT,Grand View Research,1
MSFT,Grant Thornton,1
MSFT,Grayscale,1
MSFT,Greenpeace,1
MSFT,Grist,1
MSFT,Grizzle,1
MSFT,Grocery Dive,2
MSFT,Growbeansprout.com,1
MSFT,GujaratSamachar English,1
MSFT,Gulf Business,2
MSFT,Gulf News,6
MSFT,Gulf Times,1
MSFT,Gulf Today,1
MSFT,GuruFocus,82
MSFT,H&R Block,1
MSFT,HBS Dealer,1
MSFT,HCA Healthcare Today,1
MSFT,HDFC Sky,1
MSFT,HEXUS.net,2
MSFT,HIT Consultant,3
MSFT,HOKANEWS.COM,2
MSFT,HP,18
MSFT,HPCwire,1
MSFT,HR Brew,2
MSFT,HR Daily Advisor,1
MSFT,HR Dive,10
MSFT,HR Executive,5
MSFT,HR Katha,1
MSFT,HRC | Human Rights Campaign,1
MSFT,HRD America,2
MSFT,HRTech Series,3
MSFT,HS Insider,1
MSFT,HSBC,2
MSFT,HT Tech,2
MSFT,Hack Read,2
MSFT,Hackread,3
MSFT,Hackster.io,2
MSFT,Hagerty,1
MSFT,Hardcore Gamer,1
MSFT,Harden Murrumburrah Express,1
MSFT,Hardware Secrets,1
MSFT,HardwareZone,1
MSFT,Harvard Business Review,7
MSFT,Harvard Magazine,1
MSFT,Healthcare Digital,1
MSFT,Healthcare Dive,4
MSFT,Healthcare IT News,2
MSFT,Healthcare Packaging,1
MSFT,Heise Online,1
MSFT,Help Net Security,6
MSFT,Henrico Citizen,1
MSFT,High Country News,1
MSFT,Higher Ed Dive,1
MSFT,Higher Education Digest,1
MSFT,Highways News,1
MSFT,Hindenburg Research,1
MSFT,Hindustan Times,4
MSFT,Hormel Foods,1
MSFT,Hospice News,1
MSFT,Hospitality Net,2
MSFT,HotHardware,9
MSFT,Hotel Management,1
MSFT,Hotel News Resource,1
MSFT,HousingWire,3
MSFT,Houston Chronicle,2
MSFT,Houston Public Media,1
MSFT,How-To Geek,5
MSFT,How2shout,1
MSFT,HuffPost,1
MSFT,Human Resources Director,1
MSFT,Human Resources Online,1
MSFT,Hungarian Conservative,1
MSFT,Huron Daily Tribune,1
MSFT,I-Connect007,1
MSFT,IAG – Inside Asian Gaming,1
MSFT,IANS LIVE,1
MSFT,IBM,12
MSFT,IBM Newsroom,3
MSFT,IBS Intelligence,1
MSFT,ICF,1
MSFT,ICF International,4
MSFT,IDEX Online,1
MSFT,IEEE Computer Society,1
MSFT,IEEE Spectrum,2
MSFT,IFA Magazine,1
MSFT,IGN,6
MSFT,IGN India,1
MSFT,IMDb,1
MSFT,INDOlink,32
MSFT,INDmoney,2
MSFT,INSEAD Knowledge,2
MSFT,IOL,3
MSFT,IPO Edge,1
MSFT,IPWatchdog.com,5
MSFT,IT Brew,3
MSFT,IT Brief Asia,4
MSFT,IT Brief Australia,4
MSFT,IT Brief New Zealand,5
MSFT,IT Business Edge,1
MSFT,IT Channel Oxygen,1
MSFT,IT Europa,2
MSFT,IT Masters Mag,1
MSFT,IT News Africa,2
MSFT,IT Pro,21
MSFT,IT Security Guru,2
MSFT,ITPro Today,2
MSFT,ITWeb,5
MSFT,Idaho Business Review,1
MSFT,Idaho Statesman,1
MSFT,IgniteSAP,1
MSFT,Illinois Policy,1
MSFT,Illumina,1
MSFT,Illumio,1
MSFT,Imaging Technology News,1
MSFT,Impakter,1
MSFT,InForum,1
MSFT,Inavate,1
MSFT,Inc.com,21
MSFT,Inc42,2
MSFT,Independent Newspaper Nigeria,1
MSFT,IndexBox,5
MSFT,India TV News,1
MSFT,India Today,8
MSFT,India.Com,1
MSFT,India.com,1
MSFT,IndiaWest,1
MSFT,Indian Defence Review,2
MSFT,Indianapolis Business Journal,2
MSFT,Indianweb2.com,1
MSFT,Indiatimes,2
MSFT,Industrial Cyber,2
MSFT,Indy100,1
MSFT,Indybay,1
MSFT,InfoMoney,2
MSFT,InfoWorld,2
MSFT,Informa TechTarget,1
MSFT,Informatica,2
MSFT,Information Age | ACS,2
MSFT,Information Technology and Innovation Foundation (ITIF),1
MSFT,Information Week,1
MSFT,InformationWeek,1
MSFT,Ingram Micro,1
MSFT,Inman Real Estate News,1
MSFT,InnovationMap,1
MSFT,Inquirer.com,3
MSFT,Inquirer.net,3
MSFT,Inria,1
MSFT,Inshorts,1
MSFT,Inside Climate News,1
MSFT,Inside Energy & Environment,1
MSFT,Inside Lighting,2
MSFT,Inside Public Accounting,1
MSFT,Inside Self-Storage,1
MSFT,InsideHook,1
MSFT,InsideNoVa.com,1
MSFT,Insider Gaming,1
MSFT,Insider Media Ltd,1
MSFT,Insider Monkey,187
MSFT,Insider Paper,1
MSFT,InsiderPH,1
