dataset_type,model_name,scope,accuracy,precision,recall,f1,balanced_accuracy,f1_macro,mcc,roc_auc,tn,fp,fn,tp,group,mean_outer_auc,std_outer_auc
rolling_3,random_forest,global,0.5108499095840868,0.543859649122807,0.5721476510067114,0.5576451349141456,0.5056816686406106,0.5053139729171334,0.011431746574202288,0.5029090998815634,448,572,510,682,,0.5110868929663505,0.026665560665067017
rolling_3,xgboost,global,0.5013562386980108,0.5369294605809128,0.5427852348993288,0.5398414685022945,0.49786320568495857,0.4978437732250003,-0.004277821610430485,0.49824318989340705,462,558,545,647,,0.5043048233686885,0.010880637972279134
rolling_5,hist_gradient_boosting,global,0.49909584086799275,0.532608695652174,0.575503355704698,0.5532258064516129,0.4926536386366627,0.4916334793574937,-0.014850688182002528,0.48832206540334255,418,602,506,686,,0.4917257372340478,0.008247607439861766
rolling_5,lightgbm,global,0.5027124773960217,0.5393162393162393,0.5293624161073825,0.5342929720575783,0.5004655217791815,0.5004151572218056,0.0009297826179852776,0.49918780431635745,481,539,561,631,,0.505056973497782,0.010146416160136557
rolling_5,logistic_regression,global,0.5085895117540687,0.538860103626943,0.610738255033557,0.5725521038143925,0.49997697065403346,0.4973339998072494,-4.708911878002721e-05,0.4981477826029741,397,623,464,728,,0.5049062815192324,0.009477692232099957
rolling_5,random_forest,global,0.4995479204339964,0.5345247766043867,0.552013422818792,0.5431283532810566,0.4951243584682195,0.49495248248760476,-0.009784450644847899,0.49834270956704824,447,573,534,658,,0.5092856023504808,0.01374930232324882
rolling_5,xgboost,global,0.4868896925858951,0.5240101095197978,0.5218120805369127,0.5229087852038672,0.4839452559547309,0.4839482801324959,-0.03209846788206747,0.4959365541518621,455,565,570,622,,0.5045836150073331,0.007855346030059785
sentiment_only,hist_gradient_boosting,global,0.505877034358047,0.5340674466620785,0.6510067114093959,0.5867674858223062,0.49364061060665876,0.48618868951036615,-0.013354570722091577,0.49321251151467294,343,677,416,776,,0.4940413170245758,0.020061103732382433
sentiment_only,lightgbm,global,0.4995479204339964,0.5298245614035088,0.6333892617449665,0.57699656094765,0.4882632583234636,0.4821894813592705,-0.024441111756837185,0.47771951901565995,350,670,437,755,,0.47983231360177053,0.0189936674759257
sentiment_only,logistic_regression,global,0.5262206148282098,0.5439560439560439,0.74748322147651,0.6296819787985866,0.5075651401500197,0.4861082415950273,0.01720569786743828,0.5003906764047901,273,747,301,891,,0.5050100371275337,0.00348357816289654
sentiment_only,random_forest,global,0.5167269439421338,0.5427380125086866,0.6552013422818792,0.5936906119346256,0.5050516515330965,0.4987415692132693,0.010562858213935947,0.49279510461902876,362,658,411,781,,0.49239900114727386,0.023123758338114857
sentiment_only,xgboost,global,0.5203435804701627,0.5443466486120515,0.674496644295302,0.6024728362682653,0.5073463613633373,0.49895721585493036,0.015549147355500883,0.4922428115541519,347,673,388,804,,0.4951118165217081,0.013873646817023258
weighted_sentiment,hist_gradient_boosting,global,0.4896021699819168,0.524551831644583,0.5645973154362416,0.5438383838383838,0.48327904987498355,0.48228348129836074,-0.033775981301340234,0.48539240360573765,410,610,519,673,,0.4927999188406233,0.012556999546424722
weighted_sentiment,lightgbm,global,0.5117540687160941,0.545751633986928,0.5604026845637584,0.5529801324503312,0.507652322674036,0.507565763436321,0.015345897836236216,0.5005564054480853,464,556,524,668,,0.503894285280058,0.008545684956611904
weighted_sentiment,logistic_regression,global,0.5040687160940326,0.5373721479150275,0.572986577181208,0.5546082013804303,0.49825799447295693,0.49759986815579393,-0.0035127735244733795,0.49705800105277015,432,588,509,683,,0.5018723714773822,0.0017464456364045693
weighted_sentiment,random_forest,global,0.5140144665461122,0.5429831006612784,0.6199664429530202,0.5789267528397963,0.5050812606921964,0.5021838467566165,0.010412280121178239,0.5074565732333202,398,622,453,739,,0.5181142604882771,0.0185132448200341
weighted_sentiment,xgboost,global,0.5103978300180831,0.5420200462606014,0.589765100671141,0.5648854961832062,0.5037060797473352,0.502597786851293,0.00750243833311031,0.49521976575865245,426,594,489,703,,0.5021752164598354,0.014127575890170933
